Year,Month,Sector,Quantity,UNIT
2003,December,Business,1611.624242,GWh
2003,January,Industrial,4411.356262,GWh
2003,February,Industrial,4233.862529,GWh
2003,March,Industrial,4904.092657,GWh
2003,April,Industrial,4461.700113,GWh
2003,May,Industrial,4904.858752,GWh
2003,June,Industrial,4774.208794,GWh
2003,July,Industrial,4759.962423,GWh
2003,August,Industrial,4888.735204,GWh
2003,September,Industrial,4831.579235,GWh
2003,October,Industrial,4997.350144,GWh
2003,November,Industrial,4894.515513,GWh
2003,December,Industrial,4684.885911,GWh
2003,January,Government & Non-Profit,261.131776,GWh
2003,February,Government & Non-Profit,268.101641,GWh
2003,March,Government & Non-Profit,303.719248,GWh
2003,April,Government & Non-Profit,295.793441,GWh
2003,May,Government & Non-Profit,312.09514,GWh
2003,June,Government & Non-Profit,334.414138,GWh
2003,July,Government & Non-Profit,350.393658,GWh
2003,August,Government & Non-Profit,344.037976,GWh
2003,September,Government & Non-Profit,329.68383,GWh
2003,October,Government & Non-Profit,325.605981,GWh
2003,November,Government & Non-Profit,334.804228,GWh
2003,December,Government & Non-Profit,241.322959,GWh
2003,January,Agriculture,19.636697,GWh
2003,February,Agriculture,26.147801,GWh
2003,March,Agriculture,25.139998,GWh
2003,April,Agriculture,22.416649,GWh
2003,May,Agriculture,19.556591,GWh
2003,June,Agriculture,15.619719,GWh
2003,July,Agriculture,18.464063,GWh
2003,August,Agriculture,20.433754,GWh
2003,September,Agriculture,9.606603,GWh
2003,October,Agriculture,14.072119,GWh
2003,November,Agriculture,17.781716,GWh
2003,December,Agriculture,19.003434,GWh
2003,January,Other,87.65057104,GWh
2003,February,Other,43.34878947,GWh
2003,March,Other,108.9448059,GWh
2003,April,Other,88.45015365,GWh
2003,May,Other,116.512128,GWh
2003,June,Other,122.7860313,GWh
2003,July,Other,108.7170098,GWh
2003,August,Other,143.2351649,GWh
2003,September,Other,51.89332362,GWh
2003,October,Other,118.8600611,GWh
2003,November,Other,109.4401605,GWh
2003,December,Other,113.8898155,GWh
2003,January,Free of Charge,87.684362,GWh
2003,February,Free of Charge,83.875033,GWh
2003,March,Free of Charge,88.26729,GWh
2003,April,Free of Charge,88.265244,GWh
2003,May,Free of Charge,88.506464,GWh
2003,June,Free of Charge,90.09514,GWh
2003,July,Free of Charge,90.385741,GWh
2003,August,Free of Charge,88.253298,GWh
2003,September,Free of Charge,88.41882,GWh
2003,October,Free of Charge,95.623439,GWh
2003,November,Free of Charge,95.443449,GWh
2003,December,Free of Charge,99.055659,GWh
2004,January,Residential,1755.013039,GWh
2004,February,Residential,1714.705559,GWh
2004,March,Residential,2094.390572,GWh
2004,April,Residential,2354.507754,GWh
2004,May,Residential,2297.726498,GWh
2004,June,Residential,2088.728047,GWh
2004,July,Residential,2131.09103,GWh
2004,August,Residential,2094.954603,GWh
2004,September,Residential,2084.941987,GWh
2004,October,Residential,2091.881043,GWh
2004,November,Residential,2063.229991,GWh
2004,December,Residential,1767.152762,GWh
2004,January,Business,1643.459922,GWh
2004,February,Business,1630.440492,GWh
2004,March,Business,1888.512182,GWh
2004,April,Business,1924.152872,GWh
2004,May,Business,1944.437329,GWh
2004,June,Business,1846.862872,GWh
2004,July,Business,1944.750144,GWh
2004,August,Business,1899.142094,GWh
2004,September,Business,1893.537594,GWh
2004,October,Business,1879.105976,GWh
2004,November,Business,1880.634815,GWh
2004,December,Business,1714.967524,GWh
2004,January,Industrial,4659.663251,GWh
2004,February,Industrial,4815.626777,GWh
2004,March,Industrial,5271.968226,GWh
2004,April,Industrial,4857.234117,GWh
2004,May,Industrial,5348.041613,GWh
2004,June,Industrial,5116.308021,GWh
2004,July,Industrial,5336.131695,GWh
2004,August,Industrial,5217.590996,GWh
2004,September,Industrial,5293.067062,GWh
2004,October,Industrial,5464.454962,GWh
2004,November,Industrial,5227.738918,GWh
2004,December,Industrial,5043.822365,GWh
2004,January,Government & Non-Profit,273.677472,GWh
2004,February,Government & Non-Profit,280.41625,GWh
2004,March,Government & Non-Profit,314.914573,GWh
2004,April,Government & Non-Profit,320.117339,GWh
2004,May,Government & Non-Profit,326.183651,GWh
2004,June,Government & Non-Profit,346.461176,GWh
2004,July,Government & Non-Profit,340.566135,GWh
2004,August,Government & Non-Profit,339.519901,GWh
2004,September,Government & Non-Profit,347.969974,GWh
2004,October,Government & Non-Profit,322.45912,GWh
2004,November,Government & Non-Profit,319.741012,GWh
2004,December,Government & Non-Profit,282.446278,GWh
2004,January,Agriculture,27.698104,GWh
2004,February,Agriculture,25.495165,GWh
2004,March,Agriculture,33.288955,GWh
2004,April,Agriculture,29.415242,GWh
2004,May,Agriculture,16.238015,GWh
2004,June,Agriculture,10.102518,GWh
2004,July,Agriculture,20.921656,GWh
2004,August,Agriculture,7.716441,GWh
2004,September,Agriculture,10.976238,GWh
2004,October,Agriculture,24.203817,GWh
2004,November,Agriculture,22.970197,GWh
2004,December,Agriculture,21.73577,GWh
2004,January,Other,111.0741385,GWh
2004,February,Other,109.3067082,GWh
2004,March,Other,129.8689927,GWh
2004,April,Other,146.712131,GWh
2004,May,Other,139.1772443,GWh
2004,June,Other,150.6720845,GWh
2004,July,Other,128.6168162,GWh
2004,August,Other,165.2472629,GWh
2004,September,Other,76.84803347,GWh
2004,October,Other,161.1963158,GWh
2004,November,Other,120.367763,GWh
2004,December,Other,132.7237026,GWh
2004,January,Free of Charge,98.967957,GWh
2004,February,Free of Charge,98.16387,GWh
2004,March,Free of Charge,99.630698,GWh
2004,April,Free of Charge,98.54825,GWh
2004,May,Free of Charge,98.757508,GWh
2004,June,Free of Charge,97.605021,GWh
2004,July,Free of Charge,99.005148,GWh
2004,August,Free of Charge,99.247854,GWh
2004,September,Free of Charge,98.586316,GWh
2004,October,Free of Charge,99.428133,GWh
2004,November,Free of Charge,97.769025,GWh
2004,December,Free of Charge,98.378394,GWh
2005,January,Residential,1758.133105,GWh
2005,February,Residential,1925.123518,GWh
2005,March,Residential,2128.936723,GWh
2005,April,Residential,2354.264762,GWh
2005,May,Residential,2495.137168,GWh
2005,June,Residential,2281.022882,GWh
2005,July,Residential,2188.609927,GWh
2005,August,Residential,2143.174426,GWh
2005,September,Residential,2138.334431,GWh
2005,October,Residential,2176.032976,GWh
2005,November,Residential,2036.477091,GWh
2005,December,Residential,1856.649265,GWh
2005,January,Business,1705.357132,GWh
2005,February,Business,1784.229513,GWh
2005,March,Business,1967.735553,GWh
2005,April,Business,1990.766664,GWh
2005,May,Business,2097.190483,GWh
2005,June,Business,2048.971697,GWh
2005,July,Business,1984.43302,GWh
2005,August,Business,1995.153528,GWh
2005,September,Business,1939.01199,GWh
2005,October,Business,1947.492273,GWh
2005,November,Business,1907.353373,GWh
2005,December,Business,1777.769481,GWh
2005,January,Industrial,5080.030635,GWh
2005,February,Industrial,4987.265812,GWh
2005,March,Industrial,5793.325649,GWh
2005,April,Industrial,5218.527642,GWh
2005,May,Industrial,5781.86275,GWh
2005,June,Industrial,5591.628477,GWh
2005,July,Industrial,5543.489082,GWh
2005,August,Industrial,5504.181444,GWh
2005,September,Industrial,5522.383744,GWh
2005,October,Industrial,5653.896179,GWh
2005,November,Industrial,5475.710352,GWh
2005,December,Industrial,5213.092394,GWh
2005,January,Government & Non-Profit,270.918216,GWh
2005,February,Government & Non-Profit,303.927074,GWh
2005,March,Government & Non-Profit,327.1079,GWh
2005,April,Government & Non-Profit,305.772652,GWh
2005,May,Government & Non-Profit,346.099453,GWh
2005,June,Government & Non-Profit,360.938337,GWh
2005,July,Government & Non-Profit,340.800531,GWh
2005,August,Government & Non-Profit,333.946555,GWh
2005,September,Government & Non-Profit,359.517157,GWh
2005,October,Government & Non-Profit,314.650123,GWh
2005,November,Government & Non-Profit,308.384786,GWh
2005,December,Government & Non-Profit,276.41259,GWh
2005,January,Agriculture,29.310106,GWh
2005,February,Agriculture,32.946426,GWh
2005,March,Agriculture,36.097487,GWh
2005,April,Agriculture,23.87323,GWh
2005,May,Agriculture,21.929536,GWh
2005,June,Agriculture,16.69163,GWh
2005,July,Agriculture,19.397872,GWh
2005,August,Agriculture,18.296106,GWh
2005,September,Agriculture,10.465815,GWh
2005,October,Agriculture,13.376761,GWh
2005,November,Agriculture,11.497776,GWh
2005,December,Agriculture,15.474702,GWh
2005,January,Other,138.8904834,GWh
2005,February,Other,148.9290526,GWh
2005,March,Other,157.6441574,GWh
2005,April,Other,147.316028,GWh
2005,May,Other,167.9292665,GWh
2005,June,Other,179.2429422,GWh
2005,July,Other,144.4137826,GWh
2005,August,Other,160.3231203,GWh
2005,September,Other,139.8805089,GWh
2005,October,Other,170.7887161,GWh
2005,November,Other,164.7631222,GWh
2005,December,Other,165.3596626,GWh
2005,January,Free of Charge,109.007609,GWh
2005,February,Free of Charge,97.472907,GWh
2005,March,Free of Charge,103.245262,GWh
2005,April,Free of Charge,104.866872,GWh
2005,May,Free of Charge,104.083275,GWh
2005,June,Free of Charge,103.815814,GWh
2005,July,Free of Charge,103.318574,GWh
2005,August,Free of Charge,104.191097,GWh
2005,September,Free of Charge,105.05958,GWh
2005,October,Free of Charge,110.257575,GWh
2005,November,Free of Charge,108.419979,GWh
2005,December,Free of Charge,110.218892,GWh
2006,January,Residential,1888.102773,GWh
2006,February,Residential,1958.184299,GWh
2006,March,Residential,2321.091528,GWh
2006,April,Residential,2446.42078,GWh
2006,May,Residential,2403.273276,GWh
2006,June,Residential,2313.951989,GWh
2006,July,Residential,2300.436208,GWh
2006,August,Residential,2285.862112,GWh
2006,September,Residential,2273.097675,GWh
2006,October,Residential,2252.159918,GWh
2006,November,Residential,2251.648336,GWh
2006,December,Residential,2153.154021,GWh
2006,January,Business,1860.905827,GWh
2006,February,Business,1860.989442,GWh
2006,March,Business,2179.930495,GWh
2006,April,Business,2046.01229,GWh
2006,May,Business,2129.356287,GWh
2006,June,Business,2095.24959,GWh
2006,July,Business,2149.832849,GWh
2006,August,Business,2153.776468,GWh
2006,September,Business,2084.513145,GWh
2006,October,Business,2119.001745,GWh
2006,November,Business,2144.805446,GWh
2006,December,Business,1994.023436,GWh
2006,January,Industrial,5206.525349,GWh
2006,February,Industrial,5252.872531,GWh
2006,March,Industrial,6023.140517,GWh
2006,April,Industrial,5448.909656,GWh
2006,May,Industrial,6029.811475,GWh
2006,June,Industrial,5867.624201,GWh
2006,July,Industrial,5887.618811,GWh
2006,August,Industrial,5898.411312,GWh
2006,September,Industrial,5815.582414,GWh
2006,October,Industrial,5805.834328,GWh
2006,November,Industrial,5737.418633,GWh
2006,December,Industrial,5387.98212,GWh
2006,January,Government & Non-Profit,273.842657,GWh
2006,February,Government & Non-Profit,289.073835,GWh
2006,March,Government & Non-Profit,342.412865,GWh
2006,April,Government & Non-Profit,310.030919,GWh
2006,May,Government & Non-Profit,317.806931,GWh
2006,June,Government & Non-Profit,353.256635,GWh
2006,July,Government & Non-Profit,357.05726,GWh
2006,August,Government & Non-Profit,353.784421,GWh
2006,September,Government & Non-Profit,376.813163,GWh
2006,October,Government & Non-Profit,342.449602,GWh
2006,November,Government & Non-Profit,337.953379,GWh
2006,December,Government & Non-Profit,324.576867,GWh
2006,January,Agriculture,27.593315,GWh
2006,February,Agriculture,32.848124,GWh
2006,March,Agriculture,35.136667,GWh
2006,April,Agriculture,27.995449,GWh
2006,May,Agriculture,17.774755,GWh
2006,June,Agriculture,15.236818,GWh
2006,July,Agriculture,19.217771,GWh
2006,August,Agriculture,20.125907,GWh
2006,September,Agriculture,10.840956,GWh
2006,October,Agriculture,4.884018,GWh
2006,November,Agriculture,10.012378,GWh
2006,December,Agriculture,18.351515,GWh
2006,January,Other,144.4427001,GWh
2006,February,Other,147.498271,GWh
2006,March,Other,164.2749125,GWh
2006,April,Other,159.6591711,GWh
2006,May,Other,178.3392662,GWh
2006,June,Other,188.0603885,GWh
2006,July,Other,175.8296931,GWh
2006,August,Other,183.5058323,GWh
2006,September,Other,185.7609273,GWh
2006,October,Other,193.8361891,GWh
2006,November,Other,189.5206166,GWh
2006,December,Other,185.9496294,GWh
2006,January,Free of Charge,115.9278343,GWh
2006,February,Free of Charge,110.8607348,GWh
2006,March,Free of Charge,117.8788534,GWh
2006,April,Free of Charge,115.6403608,GWh
2006,May,Free of Charge,114.9513457,GWh
2006,June,Free of Charge,209.7538153,GWh
2006,July,Free of Charge,116.6650752,GWh
2006,August,Free of Charge,119.2041819,GWh
2006,September,Free of Charge,120.44556,GWh
2006,October,Free of Charge,125.6437713,GWh
2006,November,Free of Charge,133.4828674,GWh
2006,December,Free of Charge,135.5672339,GWh
2007,January,Residential,1912.230151,GWh
2007,February,Residential,1954.590114,GWh
2007,March,Residential,2486.206841,GWh
2007,April,Residential,2556.700148,GWh
2007,May,Residential,2491.491064,GWh
2007,June,Residential,2551.850118,GWh
2007,July,Residential,2403.096944,GWh
2007,August,Residential,2439.958203,GWh
2007,September,Residential,2402.248457,GWh
2007,October,Residential,2357.42349,GWh
2007,November,Residential,2222.446878,GWh
2007,December,Residential,2159.742522,GWh
2007,January,Business,1924.410891,GWh
2007,February,Business,1978.325164,GWh
2007,March,Business,2282.481422,GWh
2007,April,Business,2200.053894,GWh
2007,May,Business,2247.198483,GWh
2007,June,Business,2315.207374,GWh
2007,July,Business,2252.852417,GWh
2007,August,Business,2264.495979,GWh
2007,September,Business,2236.264343,GWh
2007,October,Business,2208.569347,GWh
2007,November,Business,2082.808809,GWh
2007,December,Business,2133.518174,GWh
2007,January,Industrial,5510.289282,GWh
2007,February,Industrial,5545.129425,GWh
2007,March,Industrial,6225.204424,GWh
2007,April,Industrial,5579.731843,GWh
2007,May,Industrial,6136.252331,GWh
2007,June,Industrial,6036.758665,GWh
2007,July,Industrial,6078.614863,GWh
2007,August,Industrial,6112.019756,GWh
2007,September,Industrial,6031.110154,GWh
2007,October,Industrial,6117.327748,GWh
2007,November,Industrial,5964.086647,GWh
2007,December,Industrial,5763.825599,GWh
2007,January,Government & Non-Profit,290.131079,GWh
2007,February,Government & Non-Profit,297.293394,GWh
2007,March,Government & Non-Profit,358.790257,GWh
2007,April,Government & Non-Profit,333.052993,GWh
2007,May,Government & Non-Profit,343.229438,GWh
2007,June,Government & Non-Profit,399.971596,GWh
2007,July,Government & Non-Profit,393.182505,GWh
2007,August,Government & Non-Profit,380.299971,GWh
2007,September,Government & Non-Profit,410.127213,GWh
2007,October,Government & Non-Profit,353.573902,GWh
2007,November,Government & Non-Profit,333.940199,GWh
2007,December,Government & Non-Profit,336.203674,GWh
2007,January,Agriculture,31.916677,GWh
2007,February,Agriculture,36.922969,GWh
2007,March,Agriculture,37.62985,GWh
2007,April,Agriculture,33.08263,GWh
2007,May,Agriculture,12.556293,GWh
2007,June,Agriculture,16.453938,GWh
2007,July,Agriculture,27.914618,GWh
2007,August,Agriculture,22.2462,GWh
2007,September,Agriculture,10.72114,GWh
2007,October,Agriculture,8.794073,GWh
2007,November,Agriculture,11.092792,GWh
2007,December,Agriculture,18.434405,GWh
2007,January,Other,171.3511794,GWh
2007,February,Other,0,GWh
2007,March,Other,206.2961017,GWh
2007,April,Other,199.9382498,GWh
2007,May,Other,156.626115,GWh
2007,June,Other,178.9582954,GWh
2007,July,Other,169.9080802,GWh
2007,August,Other,192.6998208,GWh
2007,September,Other,168.4820307,GWh
2007,October,Other,184.4542315,GWh
2007,November,Other,169.4003722,GWh
2007,December,Other,174.9908249,GWh
2007,January,Free of Charge,133.521926,GWh
2007,February,Free of Charge,126.893847,GWh
2007,March,Free of Charge,132.1598,GWh
2007,April,Free of Charge,131.768475,GWh
2007,May,Free of Charge,128.873429,GWh
2007,June,Free of Charge,126.808652,GWh
2007,July,Free of Charge,130.540558,GWh
2007,August,Free of Charge,134.054901,GWh
2007,September,Free of Charge,136.516093,GWh
2007,October,Free of Charge,141.49442,GWh
2007,November,Free of Charge,145.642041,GWh
2007,December,Free of Charge,154.9643944,GWh
2008,January,Residential,2164.65073,GWh
2008,February,Residential,2178.408555,GWh
2008,March,Residential,2395.060175,GWh
2008,April,Residential,2688.771601,GWh
2008,May,Residential,2546.264742,GWh
2008,June,Residential,2454.19886,GWh
2008,July,Residential,2498.38258,GWh
2008,August,Residential,2522.132059,GWh
2008,September,Residential,2438.558982,GWh
2008,October,Residential,2550.143377,GWh
2008,November,Residential,2235.92035,GWh
2008,December,Residential,2018.723138,GWh
2008,January,Business,2157.5245,GWh
2008,February,Business,2111.040839,GWh
2008,March,Business,2353.159113,GWh
2008,April,Business,2342.195707,GWh
2008,May,Business,2359.997682,GWh
2008,June,Business,2346.505207,GWh
2008,July,Business,2376.077235,GWh
2008,August,Business,2426.140412,GWh
2008,September,Business,2313.027152,GWh
2008,October,Business,2355.590452,GWh
2008,November,Business,2150.928783,GWh
2008,December,Business,2003.00942,GWh
2008,January,Industrial,5818.588306,GWh
2008,February,Industrial,5702.746996,GWh
2008,March,Industrial,6384.487637,GWh
2008,April,Industrial,5730.199244,GWh
2008,May,Industrial,6313.627964,GWh
2008,June,Industrial,6192.709826,GWh
2008,July,Industrial,6313.545031,GWh
2008,August,Industrial,6218.794742,GWh
2008,September,Industrial,5905.433897,GWh
2008,October,Industrial,5898.12809,GWh
2008,November,Industrial,5400.934593,GWh
2008,December,Industrial,4823.444145,GWh
2008,January,Government & Non-Profit,326.989261,GWh
2008,February,Government & Non-Profit,330.357735,GWh
2008,March,Government & Non-Profit,354.999101,GWh
2008,April,Government & Non-Profit,342.596313,GWh
2008,May,Government & Non-Profit,357.160257,GWh
2008,June,Government & Non-Profit,400.810305,GWh
2008,July,Government & Non-Profit,394.767636,GWh
2008,August,Government & Non-Profit,410.596429,GWh
2008,September,Government & Non-Profit,426.588248,GWh
2008,October,Government & Non-Profit,384.8977,GWh
2008,November,Government & Non-Profit,354.22165,GWh
2008,December,Government & Non-Profit,307.57721,GWh
2008,January,Agriculture,35.778718,GWh
2008,February,Agriculture,35.28588,GWh
2008,March,Agriculture,43.276351,GWh
2008,April,Agriculture,38.377554,GWh
2008,May,Agriculture,14.467746,GWh
2008,June,Agriculture,14.900989,GWh
2008,July,Agriculture,26.561025,GWh
2008,August,Agriculture,20.504493,GWh
2008,September,Agriculture,13.86442,GWh
2008,October,Agriculture,11.860464,GWh
2008,November,Agriculture,5.979275,GWh
2008,December,Agriculture,20.59963,GWh
2008,January,Other,183.8765038,GWh
2008,February,Other,171.5366923,GWh
2008,March,Other,174.490651,GWh
2008,April,Other,188.3139723,GWh
2008,May,Other,199.9583753,GWh
2008,June,Other,170.8712003,GWh
2008,July,Other,188.4353478,GWh
2008,August,Other,234.8405292,GWh
2008,September,Other,166.4436392,GWh
2008,October,Other,264.4118048,GWh
2008,November,Other,214.8582365,GWh
2008,December,Other,222.7485299,GWh
2008,January,Free of Charge,159.019913,GWh
2008,February,Free of Charge,153.2192194,GWh
2008,March,Free of Charge,144.614943,GWh
2008,April,Free of Charge,141.338692,GWh
2008,May,Free of Charge,142.585969,GWh
2008,June,Free of Charge,141.0975022,GWh
2008,July,Free of Charge,146.2512114,GWh
2008,August,Free of Charge,148.295655,GWh
2008,September,Free of Charge,146.756369,GWh
2008,October,Free of Charge,152.2771216,GWh
2008,November,Free of Charge,150.084524,GWh
2008,December,Free of Charge,151.889797,GWh
2009,January,Residential,2019.316807,GWh
2009,February,Residential,2210.097829,GWh
2009,March,Residential,2689.300119,GWh
2009,April,Residential,2766.726174,GWh
2009,May,Residential,2740.119114,GWh
2009,June,Residential,2590.734747,GWh
2009,July,Residential,2609.814612,GWh
2009,August,Residential,2700.777935,GWh
2009,September,Residential,2625.490591,GWh
2009,October,Residential,2601.094172,GWh
2009,November,Residential,2438.462869,GWh
2009,December,Residential,2264.568169,GWh
2009,January,Business,1984.806565,GWh
2009,February,Business,2135.911799,GWh
2009,March,Business,2453.320191,GWh
2009,April,Business,2332.017375,GWh
2009,May,Business,2393.203012,GWh
2009,June,Business,2390.051619,GWh
2009,July,Business,2396.145533,GWh
2009,August,Business,2470.987305,GWh
2009,September,Business,2386.078653,GWh
2009,October,Business,2379.280849,GWh
2009,November,Business,2249.62301,GWh
2009,December,Business,2283.203892,GWh
2009,January,Industrial,4700.124096,GWh
2009,February,Industrial,4880.654107,GWh
2009,March,Industrial,5693.396763,GWh
2009,April,Industrial,5165.492761,GWh
2009,May,Industrial,5847.614697,GWh
2009,June,Industrial,5785.334343,GWh
2009,July,Industrial,5923.005573,GWh
2009,August,Industrial,6014.812325,GWh
2009,September,Industrial,5935.720204,GWh
2009,October,Industrial,6162.34853,GWh
2009,November,Industrial,5873.811548,GWh
2009,December,Industrial,5740.616421,GWh
2009,January,Government & Non-Profit,299.805112,GWh
2009,February,Government & Non-Profit,339.605186,GWh
2009,March,Government & Non-Profit,408.377351,GWh
2009,April,Government & Non-Profit,347.889349,GWh
2009,May,Government & Non-Profit,390.77943,GWh
2009,June,Government & Non-Profit,427.475246,GWh
2009,July,Government & Non-Profit,411.845856,GWh
2009,August,Government & Non-Profit,436.600895,GWh
2009,September,Government & Non-Profit,468.041093,GWh
2009,October,Government & Non-Profit,409.070013,GWh
2009,November,Government & Non-Profit,385.837474,GWh
2009,December,Government & Non-Profit,351.297108,GWh
2009,January,Agriculture,38.06113,GWh
2009,February,Agriculture,44.724893,GWh
2009,March,Agriculture,45.879076,GWh
2009,April,Agriculture,33.134111,GWh
2009,May,Agriculture,20.17442,GWh
2009,June,Agriculture,18.991934,GWh
2009,July,Agriculture,24.069295,GWh
2009,August,Agriculture,25.999077,GWh
2009,September,Agriculture,16.937158,GWh
2009,October,Agriculture,10.158358,GWh
2009,November,Agriculture,12.209803,GWh
2009,December,Agriculture,27.520746,GWh
2009,January,Other,188.9955644,GWh
2009,February,Other,199.0546961,GWh
2009,March,Other,202.7761183,GWh
2009,April,Other,207.1604862,GWh
2009,May,Other,202.2195834,GWh
2009,June,Other,205.1280736,GWh
2009,July,Other,229.8125283,GWh
2009,August,Other,230.0142713,GWh
2009,September,Other,194.8320113,GWh
2009,October,Other,222.3598594,GWh
2009,November,Other,213.8815701,GWh
2009,December,Other,212.9425525,GWh
2009,January,Free of Charge,157.706901,GWh
2009,February,Free of Charge,144.293701,GWh
2009,March,Free of Charge,158.163553,GWh
2009,April,Free of Charge,151.824994,GWh
2009,May,Free of Charge,154.343574,GWh
2009,June,Free of Charge,151.379428,GWh
2009,July,Free of Charge,155.271981,GWh
2009,August,Free of Charge,159.292683,GWh
2009,September,Free of Charge,113.016432,GWh
2009,October,Free of Charge,165.2617603,GWh
2009,November,Free of Charge,164.053506,GWh
2009,December,Free of Charge,168.498446,GWh
2010,January,Residential,2427.749097,GWh
2010,February,Residential,2464.573006,GWh
2010,March,Residential,2872.615193,GWh
2010,April,Residential,3134.387275,GWh
2010,May,Residential,3304.331944,GWh
2010,June,Residential,3007.303068,GWh
2010,July,Residential,2906.591435,GWh
2010,August,Residential,2761.558473,GWh
2010,September,Residential,2701.776114,GWh
2010,October,Residential,2709.978791,GWh
2010,November,Residential,2436.586121,GWh
2010,December,Residential,2486.354158,GWh
2010,January,Business,2338.483115,GWh
2010,February,Business,2357.169646,GWh
2010,March,Business,2577.644543,GWh
2010,April,Business,2553.285802,GWh
2010,May,Business,2602.445348,GWh
2010,June,Business,2594.246659,GWh
2010,July,Business,2692.808531,GWh
2010,August,Business,2521.128738,GWh
2010,September,Business,2529.517302,GWh
2010,October,Business,2445.075778,GWh
2010,November,Business,2339.217143,GWh
2010,December,Business,2406.569861,GWh
2010,January,Industrial,5812.058035,GWh
2010,February,Industrial,5757.52508,GWh
2010,March,Industrial,6648.628733,GWh
