date,type,electricity_consumption_kWh
2010-02-01,Other,249245598.1
2010-03-01,Other,230949203.2
2010-04-01,Other,230342156.70000002
2010-05-01,Other,300201075.5
2010-06-01,Other,326183187.20000005
2010-07-01,Other,202541668.3
2010-08-01,Other,305607061.5
2010-09-01,Other,274365764.7
2010-10-01,Other,280197431.2
2010-11-01,Other,296040978.1
2010-12-01,Other,283053012.5
2010-01-01,Free of Charge,174142973.0
2010-02-01,Free of Charge,161969407.0
2010-03-01,Free of Charge,173647134.0
2010-04-01,Free of Charge,168962326.0
2010-05-01,Free of Charge,169044694.0
2010-06-01,Free of Charge,165216849.0
2010-07-01,Free of Charge,175061059.0
2010-08-01,Free of Charge,173921032.0
2010-09-01,Free of Charge,162215989.0
2010-10-01,Free of Charge,182424215.0
2010-11-01,Free of Charge,174302083.0
2010-12-01,Free of Charge,186152380.0
2011-01-01,Residential,2340046514.0
2011-02-01,Residential,2360223218.0
2011-03-01,Residential,2697397584.0
2011-04-01,Residential,2741360170.0
2011-05-01,Residential,3045568661.0
2011-06-01,Residential,2912874603.0
2011-07-01,Residential,2932900377.0
2011-08-01,Residential,2901321028.0
2011-09-01,Residential,2839452575.0
2011-10-01,Residential,2799146244.0
2011-11-01,Residential,2705219919.0
2011-12-01,Residential,2523944598.0
2011-01-01,Business,2282485099.0
2011-02-01,Business,2308348525.0
2011-03-01,Business,2519155691.0
2011-04-01,Business,2470387977.0
2011-05-01,Business,2736976751.0
2011-06-01,Business,2724723302.0
2011-07-01,Business,2698932877.0
2011-08-01,Business,2702132132.0
2011-09-01,Business,2674413860.0
2011-10-01,Business,2640665101.0
2011-11-01,Business,2468647396.0
2011-12-01,Business,2384595565.0
2011-01-01,Industrial,6061190520.0
2011-02-01,Industrial,5960873485.0
2011-03-01,Industrial,6728453311.0
2011-04-01,Industrial,5986186955.0
2011-05-01,Industrial,6654061782.0
2011-06-01,Industrial,6589785176.0
2011-07-01,Industrial,6733885246.0
2011-08-01,Industrial,6716761939.0
2011-09-01,Industrial,6684156513.0
2011-10-01,Industrial,6044427890.0
2011-11-01,Industrial,5495299983.0
2011-12-01,Industrial,5708834213.0
2011-01-01,Government & Non-Profit,347904498.0
2011-02-01,Government & Non-Profit,354113006.0
2011-03-01,Government & Non-Profit,392672548.0
2011-04-01,Government & Non-Profit,348202098.0
2011-05-01,Government & Non-Profit,413506660.0
2011-06-01,Government & Non-Profit,467349970.0
2011-07-01,Government & Non-Profit,461114571.0
2011-08-01,Government & Non-Profit,456417279.0
2011-09-01,Government & Non-Profit,496652672.0
2011-10-01,Government & Non-Profit,397369550.0
2011-11-01,Government & Non-Profit,389632682.0
2011-12-01,Government & Non-Profit,363288327.0
2011-01-01,Agriculture,46866800.0
2011-02-01,Agriculture,54529978.0
2011-03-01,Agriculture,47467446.0
2011-04-01,Agriculture,36919049.0
2011-05-01,Agriculture,14958875.0
2011-06-01,Agriculture,14234614.0
2011-07-01,Agriculture,20693755.0
2011-08-01,Agriculture,10778812.0
2011-09-01,Agriculture,5741872.0
2011-10-01,Agriculture,5620211.0
2011-11-01,Agriculture,10922574.0
2011-12-01,Agriculture,27977679.0
2011-01-01,Other,282384583.0
2011-02-01,Other,245890173.6
2011-03-01,Other,250646900.4
2011-04-01,Other,219219606.0
2011-05-01,Other,209120375.0
2011-06-01,Other,210312141.9
2011-07-01,Other,231365746.7
2011-08-01,Other,242828256.0
2011-09-01,Other,233024007.0
2011-10-01,Other,209876691.9
2011-11-01,Other,178058760.6
2011-12-01,Other,214603435.9
2011-01-01,Free of Charge,183493113.0
2011-02-01,Free of Charge,165956807.0
2011-03-01,Free of Charge,186888278.0
2011-04-01,Free of Charge,175124755.0
2011-05-01,Free of Charge,177650679.0
2011-06-01,Free of Charge,170646912.0
2011-07-01,Free of Charge,176320394.0
2011-08-01,Free of Charge,181204768.0
2011-09-01,Free of Charge,179449935.1
2011-10-01,Free of Charge,180286414.0
2011-11-01,Free of Charge,192787609.0
2011-12-01,Free of Charge,198576466.0
2012-01-01,Residential,2640590131.0
2012-02-01,Residential,2745475031.0
2012-03-01,Residential,3187724536.0
2012-04-01,Residential,3301548973.0
2012-05-01,Residential,3468652915.0
2012-06-01,Residential,3069482740.0
2012-07-01,Residential,3045423066.0
2012-08-01,Residential,3005388892.0
2012-09-01,Residential,2886679946.0
2012-10-01,Residential,3029852718.0
2012-11-01,Residential,3071710051.0
2012-12-01,Residential,2994682281.0
2012-01-01,Business,2540033141.0
2012-02-01,Business,2605136746.0
2012-03-01,Business,2913981651.0
2012-04-01,Business,2819494549.0
2012-05-01,Business,2986023082.0
2012-06-01,Business,2847630596.0
2012-07-01,Business,2909429969.0
2012-08-01,Business,2826595457.0
2012-09-01,Business,2762289052.0
2012-10-01,Business,3195122043.0
2012-11-01,Business,3240135893.0
2012-12-01,Business,3138182814.0
2012-01-01,Industrial,5985404149.0
2012-02-01,Industrial,6343167733.0
2012-03-01,Industrial,6990607342.0
2012-04-01,Industrial,6276894572.0
2012-05-01,Industrial,7081835489.0
2012-06-01,Industrial,6824677919.0
2012-07-01,Industrial,6993619774.0
2012-08-01,Industrial,6806515131.0
2012-09-01,Industrial,6746080662.0
2012-10-01,Industrial,6960936348.0
2012-11-01,Industrial,6870783703.0
2012-12-01,Industrial,6505455104.0
2012-01-01,Government & Non-Profit,351018415.0
2012-02-01,Government & Non-Profit,392168692.0
2012-03-01,Government & Non-Profit,431006129.0
2012-04-01,Government & Non-Profit,371302907.0
2012-05-01,Government & Non-Profit,431067134.0
2012-06-01,Government & Non-Profit,443473121.0
2012-07-01,Government & Non-Profit,456692998.0
2012-08-01,Government & Non-Profit,424945556.0
2012-09-01,Government & Non-Profit,460520071.0
2012-10-01,Government & Non-Profit,8708843.0
2012-11-01,Government & Non-Profit,13010838.0
2012-12-01,Government & Non-Profit,14871713.0
2012-01-01,Agriculture,46325960.0
2012-02-01,Agriculture,50419137.0
2012-03-01,Agriculture,50920389.0
2012-04-01,Agriculture,38242963.0
2012-05-01,Agriculture,22665139.0
2012-06-01,Agriculture,20760810.0
2012-07-01,Agriculture,32412231.0
2012-08-01,Agriculture,32857253.0
2012-09-01,Agriculture,11508825.0
2012-10-01,Agriculture,23499670.0
2012-11-01,Agriculture,18990939.0
2012-12-01,Agriculture,28505039.0
2012-01-01,Other,289251883.9
2012-02-01,Other,295005996.8
2012-03-01,Other,376938834.0
2012-04-01,Other,320369045.0
2012-05-01,Other,341285388.0
2012-06-01,Other,315652654.40000004
2012-07-01,Other,290376418.0
2012-08-01,Other,346039022.1
2012-09-01,Other,313189761.6
2012-10-01,Other,296515959.59999996
2012-11-01,Other,294604100.0
2012-12-01,Other,315220354.40000004
2012-01-01,Free of Charge,190930828.0
2012-02-01,Free of Charge,178029734.0
2012-03-01,Free of Charge,186311115.0
2012-04-01,Free of Charge,177267389.0
2012-05-01,Free of Charge,179951912.0
2012-06-01,Free of Charge,171263517.0
2012-07-01,Free of Charge,177302557.0
2012-08-01,Free of Charge,180038211.0
2012-09-01,Free of Charge,170594272.0
2012-10-01,Free of Charge,189070718.0
2012-11-01,Free of Charge,191834073.0
2012-12-01,Free of Charge,198798106.0
2013-01-01,Residential,2804744860.0
2013-02-01,Residential,2764095724.0
2013-03-01,Residential,3257106842.0
2013-04-01,Residential,3565730844.0
2013-05-01,Residential,3707832151.0
2013-06-01,Residential,3295578335.0
2013-07-01,Residential,3211282349.0
2013-08-01,Residential,3187019810.0
2013-09-01,Residential,3077837904.0
2013-10-01,Residential,3113258162.0
2013-11-01,Residential,2983607945.0
2013-12-01,Residential,2689280206.0
2013-01-01,Business,3054077477.0
2013-02-01,Business,3000698135.0
2013-03-01,Business,3388937853.0
2013-04-01,Business,3321288644.0
2013-05-01,Business,3558960890.0
2013-06-01,Business,3347597540.0
2013-07-01,Business,3327705035.0
2013-08-01,Business,3384206681.0
2013-09-01,Business,3253265871.0
2013-10-01,Business,3228098965.0
2013-11-01,Business,3206274567.0
2013-12-01,Business,2802380765.0
2013-01-01,Industrial,6554825640.0
2013-02-01,Industrial,6306848505.0
2013-03-01,Industrial,7303432609.0
2013-04-01,Industrial,6368942761.0
2013-05-01,Industrial,7149246775.0
2013-06-01,Industrial,6928633282.0
2013-07-01,Industrial,6907480859.0
2013-08-01,Industrial,6954445322.0
2013-09-01,Industrial,6859478811.0
2013-10-01,Industrial,6904198883.0
2013-11-01,Industrial,6766573997.0
2013-12-01,Industrial,6183748620.0
2013-01-01,Government & Non-Profit,13982514.0
2013-02-01,Government & Non-Profit,12979524.0
2013-03-01,Government & Non-Profit,11937612.0
2013-04-01,Government & Non-Profit,11781860.0
2013-05-01,Government & Non-Profit,13336339.0
2013-06-01,Government & Non-Profit,12543783.0
2013-07-01,Government & Non-Profit,12449934.0
2013-08-01,Government & Non-Profit,12541021.0
2013-09-01,Government & Non-Profit,12127743.0
2013-10-01,Government & Non-Profit,12257428.0
2013-11-01,Government & Non-Profit,12131358.0
2013-12-01,Government & Non-Profit,10779515.0
2013-01-01,Agriculture,48240641.0
2013-02-01,Agriculture,44516869.0
2013-03-01,Agriculture,47369198.0
2013-04-01,Agriculture,38240451.0
2013-05-01,Agriculture,24636886.0
2013-06-01,Agriculture,22615578.0
2013-07-01,Agriculture,31413651.0
2013-08-01,Agriculture,26522554.0
2013-09-01,Agriculture,17654278.0
2013-10-01,Agriculture,12852654.0
2013-11-01,Agriculture,13326037.0
2013-12-01,Agriculture,26231892.0
2013-01-01,Other,285090783.1
2013-02-01,Other,285269470.59999996
2013-03-01,Other,326730619.40000004
2013-04-01,Other,317860705.3
2013-05-01,Other,364569198.79999995
2013-06-01,Other,333395931.0
2013-07-01,Other,309810683.90000004
2013-08-01,Other,309158556.3
2013-09-01,Other,302752509.20000005
2013-10-01,Other,321800476.8
2013-11-01,Other,315348216.5
2013-12-01,Other,269293221.5
2013-01-01,Free of Charge,197955463.0
2013-02-01,Free of Charge,181845343.0
2013-03-01,Free of Charge,196464534.0
2013-04-01,Free of Charge,187678919.0
2013-05-01,Free of Charge,190045084.0
2013-06-01,Free of Charge,187695962.0
2013-07-01,Free of Charge,201209978.0
2013-08-01,Free of Charge,219543815.0
2013-09-01,Free of Charge,189291672.0
2013-10-01,Free of Charge,208537451.0
2013-11-01,Free of Charge,205630032.0
2013-12-01,Free of Charge,212943171.0
2014-01-01,Residential,2486838184.0
2014-02-01,Residential,2537360608.0
2014-03-01,Residential,3268858601.0
2014-04-01,Residential,3586315092.0
2014-05-01,Residential,3902803562.0
2014-06-01,Residential,3631314767.0
2014-07-01,Residential,3496072126.0
2014-08-01,Residential,3379309548.0
2014-09-01,Residential,3237779730.0
2014-10-01,Residential,3302688308.0
2014-11-01,Residential,3182617467.0
2014-12-01,Residential,2981210893.0
2014-01-01,Business,2760790463.0
2014-02-01,Business,2856810499.0
2014-03-01,Business,3432109865.0
2014-04-01,Business,3433041223.0
2014-05-01,Business,3661827326.0
2014-06-01,Business,3523785583.0
2014-07-01,Business,3495580281.0
2014-08-01,Business,3498216214.0
2014-09-01,Business,3429541594.0
2014-10-01,Business,3393597504.0
2014-11-01,Business,3380629819.0
2014-12-01,Business,3159943633.0
2014-01-01,Industrial,6264343457.0
2014-02-01,Industrial,6216791858.0
2014-03-01,Industrial,7273335963.0
2014-04-01,Industrial,6452831017.0
2014-05-01,Industrial,7317393409.0
2014-06-01,Industrial,7097105119.0
2014-07-01,Industrial,7114246939.0
2014-08-01,Industrial,7108584801.0
2014-09-01,Industrial,7055038919.0
2014-10-01,Industrial,7142388527.0
2014-11-01,Industrial,7010969944.0
2014-12-01,Industrial,6571343033.0
2014-01-01,Government & Non-Profit,10008948.0
2014-02-01,Government & Non-Profit,10446931.0
2014-03-01,Government & Non-Profit,12516440.0
2014-04-01,Government & Non-Profit,12984489.0
2014-05-01,Government & Non-Profit,14772469.0
2014-06-01,Government & Non-Profit,13724197.0
2014-07-01,Government & Non-Profit,13529920.0
2014-08-01,Government & Non-Profit,13221418.0
2014-09-01,Government & Non-Profit,12713768.0
2014-10-01,Government & Non-Profit,12827206.0
2014-11-01,Government & Non-Profit,12875289.0
2014-12-01,Government & Non-Profit,12225502.0
2014-01-01,Agriculture,50770889.0
2014-02-01,Agriculture,57706550.0
2014-03-01,Agriculture,62973192.0
2014-04-01,Agriculture,46773607.0
2014-05-01,Agriculture,25677143.0
2014-06-01,Agriculture,26112556.0
2014-07-01,Agriculture,32391078.999999996
2014-08-01,Agriculture,25373781.0
2014-09-01,Agriculture,20234490.0
2014-10-01,Agriculture,29158787.0
2014-11-01,Agriculture,15164380.0
2014-12-01,Agriculture,22004744.0
2014-01-01,Other,279630659.20000005
2014-02-01,Other,290389911.8
2014-03-01,Other,342521964.59999996
2014-04-01,Other,339268361.9
2014-05-01,Other,359064824.0
2014-06-01,Other,339050932.3
2014-07-01,Other,330498858.90000004
2014-08-01,Other,357988563.0
2014-09-01,Other,326907030.2
2014-10-01,Other,329430304.90000004
2014-11-01,Other,308294287.5
2014-12-01,Other,290416482.8
2014-01-01,Free of Charge,216054817.0
2014-02-01,Free of Charge,196735311.0
2014-03-01,Free of Charge,213687034.0
2014-04-01,Free of Charge,204743519.0
2014-05-01,Free of Charge,209840457.0
2014-06-01,Free of Charge,205723338.0
2014-07-01,Free of Charge,217047198.0
2014-08-01,Free of Charge,225434785.0
2014-09-01,Free of Charge,201208357.0
2014-10-01,Free of Charge,227459769.0
2014-11-01,Free of Charge,231680000.0
2014-12-01,Free of Charge,232705411.0
2015-01-01,Residential,2676064297.0
2015-02-01,Residential,2681488301.0
2015-03-01,Residential,3477804461.0
2015-04-01,Residential,3609565316.0
2015-05-01,Residential,3983258697.0
2015-06-01,Residential,3865125663.0
2015-07-01,Residential,3726166640.0
2015-08-01,Residential,3551353922.0
2015-09-01,Residential,3468793937.0
2015-10-01,Residential,3457301368.0
2015-11-01,Residential,3453722763.0
2015-12-01,Residential,3335208423.0
2015-01-01,Business,2974251280.0
2015-02-01,Business,3034011142.0
2015-03-01,Business,3644189781.0
2015-04-01,Business,3518949038.0
2015-05-01,Business,3854942928.0
2015-06-01,Business,3732041440.0
2015-07-01,Business,3757353594.0
2015-08-01,Business,3677136103.0
2015-09-01,Business,3604653455.0
2015-10-01,Business,3569826847.0
2015-11-01,Business,3602606592.0
2015-12-01,Business,3495720105.0
2015-01-01,Industrial,6554408574.0
2015-02-01,Industrial,6438285181.0
2015-03-01,Industrial,7422425945.0
2015-04-01,Industrial,6541207230.0
2015-05-01,Industrial,7431324780.0
2015-06-01,Industrial,7183985605.0
2015-07-01,Industrial,7183826025.0
2015-08-01,Industrial,7029648249.0
2015-09-01,Industrial,7080363818.0
2015-10-01,Industrial,7231750632.0
2015-11-01,Industrial,7055646231.0
2015-12-01,Industrial,6830831393.0
2015-01-01,Government & Non-Profit,11117673.0
2015-02-01,Government & Non-Profit,11588567.0
2015-03-01,Government & Non-Profit,11883542.0
2015-04-01,Government & Non-Profit,17757686.0
2015-05-01,Government & Non-Profit,16614656.0
2015-06-01,Government & Non-Profit,15739533.0
2015-07-01,Government & Non-Profit,16175887.0
2015-08-01,Government & Non-Profit,15577080.0
2015-09-01,Government & Non-Profit,15398509.0
2015-10-01,Government & Non-Profit,15459558.0
2015-11-01,Government & Non-Profit,15850442.0
2015-12-01,Government & Non-Profit,15832129.0
2015-01-01,Agriculture,29606737.0
2015-02-01,Agriculture,32745523.0
2015-03-01,Agriculture,37272705.0
2015-04-01,Agriculture,33291252.999999996
2015-05-01,Agriculture,31559815.0
2015-06-01,Agriculture,41936042.0
2015-07-01,Agriculture,44625343.0
2015-08-01,Agriculture,31266962.0
2015-09-01,Agriculture,33136769.0
2015-10-01,Agriculture,28993362.0
2015-11-01,Agriculture,22026521.0
2015-12-01,Agriculture,20217396.0
2015-01-01,Other,272630985.8
2015-02-01,Other,283465685.3
2015-03-01,Other,310532468.1
2015-04-01,Other,314403100.0
2015-05-01,Other,339516927.8
2015-06-01,Other,331355380.0
2015-07-01,Other,323891135.29999995
2015-08-01,Other,326119018.1
2015-09-01,Other,320850320.4
2015-10-01,Other,323441263.1
2015-11-01,Other,328442808.09999996
2015-12-01,Other,314152579.3
2015-01-01,Free of Charge,227593812.0
2015-02-01,Free of Charge,207433607.0
2015-03-01,Free of Charge,244857418.0
2015-04-01,Free of Charge,220668405.0
2015-05-01,Free of Charge,224701732.0
2015-06-01,Free of Charge,220073089.0
2015-07-01,Free of Charge,227470340.0
2015-08-01,Free of Charge,231677447.0
2015-09-01,Free of Charge,218549192.0
2015-10-01,Free of Charge,238237461.0
2015-11-01,Free of Charge,235405795.0
2015-12-01,Free of Charge,246730113.0
2016-01-01,Residential,3213484319.0
2016-02-01,Residential,2927029470.0
2016-03-01,Residential,3671314132.0
2016-04-01,Residential,4194852213.9999995
2016-05-01,Residential,4571438876.0
2016-06-01,Residential,3873825128.0
2016-07-01,Residential,3704841095.0
2016-08-01,Residential,3835341127.0
2016-09-01,Residential,3649349184.0
2016-10-01,Residential,3629401789.0
2016-11-01,Residential,3421381442.0
2016-12-01,Residential,3240091951.0
2016-01-01,Business,3414010633.0
2016-02-01,Business,3242852616.0
2016-03-01,Business,3873268969.0
2016-04-01,Business,3928139021.0
2016-05-01,Business,4125320096.0000005
2016-06-01,Business,3805787288.0
2016-07-01,Business,3759857400.0
2016-08-01,Business,3931387557.0
2016-09-01,Business,3743534751.0
2016-10-01,Business,3716088632.0
2016-11-01,Business,3654683497.0
2016-12-01,Business,3444049365.0
2016-01-01,Industrial,6830143168.0
2016-02-01,Industrial,6695785978.0
2016-03-01,Industrial,7636448623.0
2016-04-01,Industrial,6893849128.0
2016-05-01,Industrial,7696322133.0
2016-06-01,Industrial,7313704935.0
2016-07-01,Industrial,7246266777.0
2016-08-01,Industrial,7403237482.0
2016-09-01,Industrial,7362333808.0
2016-10-01,Industrial,7487899251.0
2016-11-01,Industrial,7317937351.0
2016-12-01,Industrial,6994246359.0
2016-01-01,Government & Non-Profit,13938818.0
2016-02-01,Government & Non-Profit,13989151.0
2016-03-01,Government & Non-Profit,16781206.0
2016-04-01,Government & Non-Profit,17106376.0
2016-05-01,Government & Non-Profit,18229254.0
2016-06-01,Government & Non-Profit,17489433.0
2016-07-01,Government & Non-Profit,17542573.0
2016-08-01,Government & Non-Profit,18353215.0
2016-09-01,Government & Non-Profit,17416982.0
2016-10-01,Government & Non-Profit,17473033.0
2016-11-01,Government & Non-Profit,17020393.0
2016-12-01,Government & Non-Profit,15844236.0
2016-01-01,Agriculture,24206988.0
2016-02-01,Agriculture,25204058.0
2016-03-01,Agriculture,30432717.0
2016-04-01,Agriculture,27348097.0
2016-05-01,Agriculture,17941611.0
2016-06-01,Agriculture,16396909.999999998
2016-07-01,Agriculture,21733931.0
2016-08-01,Agriculture,33705855.0
2016-09-01,Agriculture,19569939.0
2016-10-01,Agriculture,14866064.0
2016-11-01,Agriculture,10547242.0
2016-12-01,Agriculture,25369886.0
2016-01-01,Other,300978298.7
2016-02-01,Other,291687091.7
2016-03-01,Other,335175815.3
2016-04-01,Other,331906473.8
2016-05-01,Other,355938059.3
2016-06-01,Other,342344742.4
2016-07-01,Other,333998097.9
2016-08-01,Other,346283144.7
2016-09-01,Other,340571936.5
2016-10-01,Other,343988309.09999996
2016-11-01,Other,333086558.5
2016-12-01,Other,310803108.4
2016-01-01,Free of Charge,248234628.0
2016-02-01,Free of Charge,232076275.0
2016-03-01,Free of Charge,246470400.0
2016-04-01,Free of Charge,235372954.0
2016-05-01,Free of Charge,240873110.0
2016-06-01,Free of Charge,240107565.0
2016-07-01,Free of Charge,243426258.0
2016-08-01,Free of Charge,251010226.0
2016-09-01,Free of Charge,251379470.0
2016-10-01,Free of Charge,257369941.99999997
2016-11-01,Free of Charge,251806020.0
2016-12-01,Free of Charge,264528535.99999997
2017-01-01,Residential,3244465979.0
2017-02-01,Residential,3024712663.0
2017-03-01,Residential,3797355074.0
2017-04-01,Residential,4004230028.0
2017-05-01,Residential,4210429635.0000005
2017-06-01,Residential,3908256450.0
2017-07-01,Residential,3843408146.0
2017-08-01,Residential,3946096264.0
2017-09-01,Residential,3851497166.0
2017-10-01,Residential,3763823220.0
2017-11-01,Residential,3459148408.0
2017-12-01,Residential,3320535544.0
2017-01-01,Business,3436124668.0
2017-02-01,Business,3282808469.0
2017-03-01,Business,3964584628.0
2017-04-01,Business,3810066470.0
2017-05-01,Business,4029298049.0
2017-06-01,Business,3939045162.0
2017-07-01,Business,3863411183.0
2017-08-01,Business,4034223324.0
2017-09-01,Business,3930616340.0
2017-10-01,Business,3748487140.0
2017-11-01,Business,3628805965.0
2017-12-01,Business,3432551265.0
2017-01-01,Industrial,6832870764.0
2017-02-01,Industrial,6728150509.0
2017-03-01,Industrial,7821599808.0
2017-04-01,Industrial,6854728235.0
2017-05-01,Industrial,7649289245.0
2017-06-01,Industrial,7412129872.0
2017-07-01,Industrial,7425785514.0
2017-08-01,Industrial,7673398673.0
2017-09-01,Industrial,7624273494.0
2017-10-01,Industrial,7401454147.0
2017-11-01,Industrial,7368919564.0
2017-12-01,Industrial,6979380264.0
2017-01-01,Government & Non-Profit,15838842.0
2017-02-01,Government & Non-Profit,14723367.0
2017-03-01,Government & Non-Profit,17931495.0
2017-04-01,Government & Non-Profit,17329059.0
2017-05-01,Government & Non-Profit,18234445.0
2017-06-01,Government & Non-Profit,17603243.0
2017-07-01,Government & Non-Profit,17150325.0
2017-08-01,Government & Non-Profit,16497426.999999998
2017-09-01,Government & Non-Profit,15782290.0
2017-10-01,Government & Non-Profit,15317558.0
2017-11-01,Government & Non-Profit,16385421.999999998
2017-12-01,Government & Non-Profit,15048150.0
2017-01-01,Agriculture,41873083.0
2017-02-01,Agriculture,51976331.0
2017-03-01,Agriculture,55287921.0
2017-04-01,Agriculture,36752414.0
2017-05-01,Agriculture,19562186.0
2017-06-01,Agriculture,12452496.0
2017-07-01,Agriculture,18648789.0
2017-08-01,Agriculture,14342215.0
2017-09-01,Agriculture,9382632.0
2017-10-01,Agriculture,5756718.0
2017-11-01,Agriculture,8453552.0
2017-12-01,Agriculture,23745279.0
2017-01-01,Other,363262258.40000004
2017-02-01,Other,369546770.90000004
2017-03-01,Other,370684208.4
2017-04-01,Other,345819941.9
2017-05-01,Other,381581870.40000004
2017-06-01,Other,352241973.8
2017-07-01,Other,343377982.8
2017-08-01,Other,362173953.6
2017-09-01,Other,358782332.2
2017-10-01,Other,344437118.7
2017-11-01,Other,337756867.4
2017-12-01,Other,317565929.8
2017-01-01,Free of Charge,268225619.0
2017-02-01,Free of Charge,241524892.0
2017-03-01,Free of Charge,262639535.00000003
2017-04-01,Free of Charge,255425460.0
2017-05-01,Free of Charge,259481303.00000003
2017-06-01,Free of Charge,255633329.0
2017-07-01,Free of Charge,262993502.99999997
2017-08-01,Free of Charge,266131306.0
2017-09-01,Free of Charge,250733814.0
2017-10-01,Free of Charge,270682423.0
2017-11-01,Free of Charge,267721243.00000003
2017-12-01,Free of Charge,273593094.0
2018-01-01,Residential,3100760423.0
2018-02-01,Residential,3131078190.0
2018-03-01,Residential,3846268111.0
2018-04-01,Residential,3975964204.0
2018-05-01,Residential,4166780702.0
2018-06-01,Residential,4007244773.0
2018-07-01,Residential,3995065306.0
2018-08-01,Residential,3895296604.0
2018-09-01,Residential,3730239461.0
2018-10-01,Residential,3981222853.0
2018-11-01,Residential,3730484484.0
2018-12-01,Residential,3644477328.0
2018-01-01,Business,3518657666.0
2018-02-01,Business,3412152952.0
2018-03-01,Business,4046506386.0
2018-04-01,Business,3836986604.0
2018-05-01,Business,4103469317.0
2018-06-01,Business,4034247040.0
2018-07-01,Business,4028025936.0
2018-08-01,Business,4025885661.0
2018-09-01,Business,3959844361.0
2018-10-01,Business,4016144100.0
2018-11-01,Business,3927907413.0
2018-12-01,Business,3853775687.0
2018-01-01,Industrial,7053105848.0
2018-02-01,Industrial,6722683612.0
2018-03-01,Industrial,7785425961.0
2018-04-01,Industrial,6812903434.0
2018-05-01,Industrial,7590872863.0
2018-06-01,Industrial,7505595229.0
2018-07-01,Industrial,7439042438.0
2018-08-01,Industrial,7615687998.0
2018-09-01,Industrial,7438873118.0
2018-10-01,Industrial,7568253502.0
2018-11-01,Industrial,7352737536.0
2018-12-01,Industrial,6943796174.0
2018-01-01,Government & Non-Profit,15542849.0
2018-02-01,Government & Non-Profit,14816775.0
2018-03-01,Government & Non-Profit,17667052.0
2018-04-01,Government & Non-Profit,16359103.000000002
2018-05-01,Government & Non-Profit,17422727.0
2018-06-01,Government & Non-Profit,20706574.0
2018-07-01,Government & Non-Profit,17288849.0
2018-08-01,Government & Non-Profit,17171507.0
2018-09-01,Government & Non-Profit,16845627.0
2018-10-01,Government & Non-Profit,17311214.0
2018-11-01,Government & Non-Profit,16782455.0
2018-12-01,Government & Non-Profit,16386507.000000002
2018-01-01,Agriculture,41316916.0
2018-02-01,Agriculture,47916173.0
2018-03-01,Agriculture,48663441.0
2018-04-01,Agriculture,31378150.0
2018-05-01,Agriculture,18255057.0
2018-06-01,Agriculture,23623288.0
2018-07-01,Agriculture,28601260.0
2018-08-01,Agriculture,23994460.0
2018-09-01,Agriculture,20830135.0
2018-10-01,Agriculture,31328158.0
2018-11-01,Agriculture,17549583.0
2018-12-01,Agriculture,31832614.0
2018-01-01,Other,319993022.3
2018-02-01,Other,315315134.3
2018-03-01,Other,352243030.3
2018-04-01,Other,338855149.40000004
2018-05-01,Other,368064548.3
2018-06-01,Other,364736560.1
2018-07-01,Other,358418187.2
2018-08-01,Other,368466347.3
2018-09-01,Other,362882711.5
2018-10-01,Other,368748548.0
2018-11-01,Other,347674270.3
2018-12-01,Other,344495321.2
2018-01-01,Free of Charge,280572055.0
2018-02-01,Free of Charge,253165191.0
2018-03-01,Free of Charge,273977773.0
2018-04-01,Free of Charge,262359473.99999997
2018-05-01,Free of Charge,267796028.99999997
2018-06-01,Free of Charge,266949537.00000003
2018-07-01,Free of Charge,267587781.0
2018-08-01,Free of Charge,277773551.0
2018-09-01,Free of Charge,259562045.0
2018-10-01,Free of Charge,277393768.0
2018-11-01,Free of Charge,279309922.0
2018-12-01,Free of Charge,288465452.0
2019-01-01,Residential,3555908513.0
2019-02-01,Residential,3533687622.0
2019-03-01,Residential,4255705417.0
2019-04-01,Residential,4697312190.0
2019-05-01,Residential,4996433219.0
2019-06-01,Residential,4357263748.0
2019-07-01,Residential,4358017855.0
2019-08-01,Residential,4180994321.0
2019-09-01,Residential,3870762688.0
2019-10-01,Residential,4113421685.9999995
2019-11-01,Residential,3849875074.0
2019-12-01,Residential,3432522631.0
2019-01-01,Business,3776966866.0
2019-02-01,Business,3770497620.0
2019-03-01,Business,4297801380.0
2019-04-01,Business,4334787543.0
2019-05-01,Business,4501196814.0
2019-06-01,Business,4254704047.0
2019-07-01,Business,4245578017.0
2019-08-01,Business,4219056370.9999995
2019-09-01,Business,3990006379.0
2019-10-01,Business,4161362377.0000005
2019-11-01,Business,3917548130.0
2019-12-01,Business,3658818281.0
2019-01-01,Industrial,6976914905.0
2019-02-01,Industrial,6731369618.0
2019-03-01,Industrial,7758873362.0
2019-04-01,Industrial,6941658131.0
2019-05-01,Industrial,7625768045.0
2019-06-01,Industrial,7361144877.0
2019-07-01,Industrial,7310300543.0
2019-08-01,Industrial,7386913250.0
2019-09-01,Industrial,7103933338.0
2019-10-01,Industrial,7251836536.0
2019-11-01,Industrial,7079178584.0
2019-12-01,Industrial,6576088247.0
2019-01-01,Government & Non-Profit,15745195.0
2019-02-01,Government & Non-Profit,15935751.0
2019-03-01,Government & Non-Profit,18522779.0
2019-04-01,Government & Non-Profit,18721628.0
2019-05-01,Government & Non-Profit,19314091.0
2019-06-01,Government & Non-Profit,18095422.0
2019-07-01,Government & Non-Profit,17966898.0
