date,type,electricity_consumption_kWh
2019-08-01,Government & Non-Profit,18364295.0
2019-09-01,Government & Non-Profit,17395135.0
2019-10-01,Government & Non-Profit,18356331.0
2019-11-01,Government & Non-Profit,16894770.0
2019-12-01,Government & Non-Profit,15669180.0
2019-01-01,Agriculture,46839719.0
2019-02-01,Agriculture,49254167.0
2019-03-01,Agriculture,57387259.0
2019-04-01,Agriculture,42343237.0
2019-05-01,Agriculture,30207081.0
2019-06-01,Agriculture,30370843.0
2019-07-01,Agriculture,52868623.0
2019-08-01,Agriculture,33363284.999999996
2019-09-01,Agriculture,23193400.0
2019-10-01,Agriculture,43854071.0
2019-11-01,Agriculture,23976135.0
2019-12-01,Agriculture,34168290.0
2019-01-01,Other,341087579.8
2019-02-01,Other,343460756.8
2019-03-01,Other,383377961.9
2019-04-01,Other,377011101.3
2019-05-01,Other,395391511.5
2019-06-01,Other,380864181.7
2019-07-01,Other,379704325.5
2019-08-01,Other,381202227.7
2019-09-01,Other,372370662.20000005
2019-10-01,Other,389943631.5
2019-11-01,Other,360083363.2
2019-12-01,Other,333080786.2
2019-01-01,Free of Charge,291204898.0
2019-02-01,Free of Charge,263383072.00000003
2019-03-01,Free of Charge,288083272.0
2019-04-01,Free of Charge,275107881.0
2019-05-01,Free of Charge,285378086.0
2019-06-01,Free of Charge,273386814.0
2019-07-01,Free of Charge,278762930.0
2019-08-01,Free of Charge,289381532.0
2019-09-01,Free of Charge,273402652.0
2019-10-01,Free of Charge,293858476.0
2019-11-01,Free of Charge,293544454.0
2019-12-01,Free of Charge,304346954.0
2020-01-01,Residential,3858206219.0
2020-02-01,Residential,3731905381.0
2020-03-01,Residential,4430198165.0
2020-04-01,Residential,4969137993.0
2020-05-01,Residential,5533814369.0
2020-06-01,Residential,4983661746.0
2020-07-01,Residential,4838388385.0
2020-08-01,Residential,4551322863.0
2020-09-01,Residential,4490628295.0
2020-10-01,Residential,3994021807.0
2020-11-01,Residential,3745950940.0
2020-12-01,Residential,3733148113.0
2020-01-01,Business,4029257442.0
2020-02-01,Business,3806605246.0
2020-03-01,Business,3995047944.0
2020-04-01,Business,3245034230.0
2020-05-01,Business,3454795687.0
2020-06-01,Business,3525568145.0
2020-07-01,Business,3810516252.0
2020-08-01,Business,3848756520.0
2020-09-01,Business,3802496026.0
2020-10-01,Business,3600754131.0
2020-11-01,Business,3470453511.0
2020-12-01,Business,3360533296.0
2020-01-01,Industrial,6906194514.0
2020-02-01,Industrial,6918802491.0
2020-03-01,Industrial,7404835180.0
2020-04-01,Industrial,6474510925.0
2020-05-01,Industrial,6483135399.0
2020-06-01,Industrial,6409959104.0
2020-07-01,Industrial,6721325350.0
2020-08-01,Industrial,6955365976.0
2020-09-01,Industrial,6997148672.0
2020-10-01,Industrial,7096711305.0
2020-11-01,Industrial,7040832064.0
2020-12-01,Industrial,6749169212.0
2020-01-01,Government & Non-Profit,17022833.0
2020-02-01,Government & Non-Profit,16199646.000000002
2020-03-01,Government & Non-Profit,17833796.0
2020-04-01,Government & Non-Profit,16729885.0
2020-05-01,Government & Non-Profit,17933447.0
2020-06-01,Government & Non-Profit,17025769.0
2020-07-01,Government & Non-Profit,17537003.0
2020-08-01,Government & Non-Profit,17574189.0
2020-09-01,Government & Non-Profit,17314738.0
2020-10-01,Government & Non-Profit,16670984.0
2020-11-01,Government & Non-Profit,16162320.000000002
2020-12-01,Government & Non-Profit,15842866.0
2020-01-01,Agriculture,47185323.0
2020-02-01,Agriculture,50619480.0
2020-03-01,Agriculture,50015631.0
2020-04-01,Agriculture,37999150.0
2020-05-01,Agriculture,29695716.0
2020-06-01,Agriculture,33399149.0
2020-07-01,Agriculture,45843712.0
2020-08-01,Agriculture,29920319.0
2020-09-01,Agriculture,31288813.0
2020-10-01,Agriculture,15319749.0
2020-11-01,Agriculture,12451268.0
2020-12-01,Agriculture,33113318.0
2020-01-01,Other,344663684.2
2020-02-01,Other,333351603.09999996
2020-03-01,Other,363072788.2
2020-04-01,Other,336062031.1
2020-05-01,Other,311892388.5
2020-06-01,Other,282151364.2
2020-07-01,Other,325611000.0
2020-08-01,Other,319706885.8
2020-09-01,Other,334498805.3
2020-10-01,Other,314323454.4
2020-11-01,Other,305789439.3
2020-12-01,Other,300528715.20000005
2020-01-01,Free of Charge,306712491.0
2020-02-01,Free of Charge,285637584.0
2020-03-01,Free of Charge,298608669.0
2020-04-01,Free of Charge,283899703.0
2020-05-01,Free of Charge,287532736.0
2020-06-01,Free of Charge,278450268.0
2020-07-01,Free of Charge,287803534.0
2020-08-01,Free of Charge,304528373.0
2020-09-01,Free of Charge,299893817.0
2020-10-01,Free of Charge,318208178.0
2020-11-01,Free of Charge,310945433.0
2020-12-01,Free of Charge,323716508.0
2021-01-01,Residential,3481641870.0
2021-02-01,Residential,3571308690.0
2021-03-01,Residential,4508140122.0
2021-04-01,Residential,4858155110.0
2021-05-01,Residential,5319709485.0
2021-06-01,Residential,5246038866.0
2021-07-01,Residential,5090285233.0
2021-08-01,Residential,5045987222.0
2021-09-01,Residential,4572095718.0
2021-01-01,Business,2977030032.0
2021-02-01,Business,3109926062.0
2021-03-01,Business,3916951952.0
2021-04-01,Business,3607306072.0
2021-05-01,Business,3659113661.0
2021-06-01,Business,3672990507.0
2021-07-01,Business,3494759537.0
2021-08-01,Business,3386145973.0
2021-09-01,Business,3347957251.0
2021-01-01,Industrial,6828606049.0
2021-02-01,Industrial,6586126760.0
2021-03-01,Industrial,7742977966.0
2021-04-01,Industrial,6998310371.0
2021-05-01,Industrial,7585828627.0
2021-06-01,Industrial,7340002173.0
2021-07-01,Industrial,7240317290.0
2021-08-01,Industrial,7159447721.0
2021-09-01,Industrial,7175091032.0
2021-01-01,Government & Non-Profit,14464493.0
2021-02-01,Government & Non-Profit,14610250.0
2021-03-01,Government & Non-Profit,18278854.0
2021-04-01,Government & Non-Profit,16678588.000000002
2021-05-01,Government & Non-Profit,17431173.0
2021-06-01,Government & Non-Profit,19081859.0
2021-07-01,Government & Non-Profit,15841840.0
2021-08-01,Government & Non-Profit,17334027.0
2021-09-01,Government & Non-Profit,16690089.0
2021-01-01,Agriculture,53102306.0
2021-02-01,Agriculture,51569042.0
2021-03-01,Agriculture,57456219.0
2021-04-01,Agriculture,30234640.0
2021-05-01,Agriculture,22336491.0
2021-06-01,Agriculture,35674371.0
2021-07-01,Agriculture,38212510.0
2021-08-01,Agriculture,44743169.0
2021-09-01,Agriculture,15647880.0
2021-01-01,Other,276054173.7
2021-02-01,Other,285475575.7
2021-03-01,Other,337893499.09999996
2021-04-01,Other,323401380.09999996
2021-05-01,Other,340212331.8
2021-06-01,Other,355090879.59999996
2021-07-01,Other,312580255.4
2021-08-01,Other,303918847.59999996
2021-09-01,Other,308896360.5
2021-01-01,Free of Charge,319915228.0
2021-02-01,Free of Charge,295630939.0
2021-03-01,Free of Charge,311495986.0
2021-04-01,Free of Charge,304964975.0
2021-05-01,Free of Charge,309374126.0
2021-06-01,Free of Charge,305818501.0
2021-07-01,Free of Charge,314642408.0
2021-08-01,Free of Charge,325609960.0
2021-09-01,Free of Charge,310876334.0
2021-10-01,Residential,4578188335.0
2021-10-01,Business,3538178086.0
2021-10-01,Industrial,7457084958.0
2021-10-01,Government & Non-Profit,17269773.0
2021-10-01,Agriculture,12265373.0
2021-10-01,Other,350641054.4
2021-10-01,Free of Charge,332218763.0
2021-11-01,Residential,4247710432.0
2021-11-01,Business,3506420331.0
2021-11-01,Industrial,7345843956.0
2021-11-01,Government & Non-Profit,16794601.0
2021-11-01,Agriculture,9590642.0
2021-11-01,Other,314884499.9
2021-11-01,Free of Charge,328105236.0
2021-12-01,Residential,3771216760.0
2021-12-01,Business,3312088534.0
2021-12-01,Industrial,6967478106.0
2021-12-01,Government & Non-Profit,16075665.999999998
2021-12-01,Agriculture,27122337.0
2021-12-01,Other,320252134.9
2021-12-01,Free of Charge,335135460.0
2022-01-01,Residential,4012483775.0
2022-01-01,Business,3438848150.0
2022-01-01,Industrial,7093966469.0
2022-01-01,Government & Non-Profit,17173261.0
2022-01-01,Agriculture,51733750.0
2022-01-01,Other,310420941.9
2022-01-01,Free of Charge,340778024.0
2022-02-01,Residential,3944945606.0
2022-02-01,Business,3300799688.0
2022-02-01,Industrial,6868618673.0
2022-02-01,Government & Non-Profit,16091951.000000002
2022-02-01,Agriculture,44431218.0
2022-02-01,Other,302642743.4
2022-02-01,Free of Charge,307986052.0
2022-03-01,Residential,4708970270.0
2022-03-01,Business,3956743545.0
2022-03-01,Industrial,7949101264.0
2022-03-01,Government & Non-Profit,19089715.0
2022-03-01,Agriculture,46146668.0
2022-03-01,Other,352025477.79999995
2022-03-01,Free of Charge,332635592.0
2022-04-01,Residential,4882417359.0
2022-04-01,Business,3775708897.0
2022-04-01,Industrial,7195073300.0
2022-04-01,Government & Non-Profit,17894560.0
2022-04-01,Agriculture,33851893.0
2022-04-01,Other,371079142.90000004
2022-04-01,Free of Charge,321568435.0
2022-05-01,Residential,5011733738.0
2022-05-01,Business,3967736022.0
2022-05-01,Industrial,7836707937.0
2022-05-01,Government & Non-Profit,18367340.0
2022-05-01,Agriculture,17061303.0
2022-05-01,Other,363044751.59999996
2022-05-01,Free of Charge,331038929.0
2022-06-01,Residential,4901177590.0
2022-06-01,Business,4094929040.0
2022-06-01,Industrial,7559108772.0
2022-06-01,Government & Non-Profit,18880377.0
2022-06-01,Agriculture,28217355.0
2022-06-01,Other,370925491.79999995
2022-06-01,Free of Charge,326840318.0
2022-07-01,Residential,4832737786.0
2022-07-01,Business,4111229270.0
2022-07-01,Industrial,7635906273.0
2022-07-01,Government & Non-Profit,18779860.0
2022-07-01,Agriculture,29637428.0
2022-07-01,Other,364262410.8
2022-07-01,Free of Charge,336692683.0
2022-08-01,Residential,4707077358.0
2022-08-01,Business,4143126845.0
2022-08-01,Industrial,7666282101.0
2022-08-01,Government & Non-Profit,18787607.0
2022-08-01,Agriculture,15921114.0
2022-08-01,Other,377533375.3
2022-08-01,Free of Charge,347039073.0
2022-09-01,Residential,4420568318.0
2022-09-01,Business,3995902026.0
2022-09-01,Industrial,7373524183.0
2022-09-01,Government & Non-Profit,18380863.0
2022-09-01,Agriculture,15026822.0
2022-09-01,Other,348659132.4
2022-09-01,Free of Charge,335685804.0
2022-10-01,Residential,4175218611.9999995
2022-10-01,Business,3804060263.0
2022-10-01,Industrial,7289194352.0
2022-10-01,Government & Non-Profit,17723653.0
2022-10-01,Agriculture,13947467.0
2022-10-01,Other,353223199.79999995
2022-10-01,Free of Charge,348743035.0
2022-11-01,Residential,4153113932.9999995
2022-11-01,Business,3850682713.0
2022-11-01,Industrial,7298376663.0
2022-11-01,Government & Non-Profit,17609249.0
2022-11-01,Agriculture,13809737.0
2022-11-01,Other,361614454.59999996
2022-11-01,Free of Charge,348694360.0
2022-12-01,Residential,3987601876.0
2022-12-01,Business,3653839994.0
2022-12-01,Industrial,6797595515.0
2022-12-01,Government & Non-Profit,17004908.0
2022-12-01,Agriculture,25540080.0
2022-12-01,Other,342871532.1
2022-12-01,Free of Charge,366618190.0
2023-01-01,Residential,3638382593.0
2023-01-01,Business,3532194441.0
2023-01-01,Industrial,6749218721.0
2023-01-01,Government & Non-Profit,16354821.999999998
2023-01-01,Agriculture,52853539.0
2023-01-01,Other,332807880.9
2023-01-01,Free of Charge,357629943.0
2023-02-01,Residential,3710316258.0
2023-02-01,Business,3566974552.0
2023-02-01,Industrial,6723135158.0
2023-02-01,Government & Non-Profit,16148578.0
2023-02-01,Agriculture,56091081.0
2023-02-01,Other,341633272.90000004
2023-02-01,Free of Charge,325180520.0
2023-03-01,Residential,4438402385.0
2023-03-01,Business,4140312807.0000005
2023-03-01,Industrial,7623288573.0
2023-03-01,Government & Non-Profit,19215026.0
2023-03-01,Agriculture,67421748.0
2023-03-01,Other,382665868.90000004
2023-03-01,Free of Charge,352037777.0
2023-04-01,Residential,5696785092.0
2023-04-01,Business,4371092645.0
2023-04-01,Industrial,6937257988.0
2023-04-01,Government & Non-Profit,20017665.0
2023-04-01,Agriculture,55178811.0
2023-04-01,Other,402377908.7
2023-04-01,Free of Charge,343391453.0
2023-05-01,Residential,5949333890.0
2023-05-01,Business,4623624741.0
2023-05-01,Industrial,7556280032.0
2023-05-01,Government & Non-Profit,20571902.0
2023-05-01,Agriculture,34088781.0
2023-05-01,Other,437063161.3
2023-05-01,Free of Charge,354493350.0
2023-06-01,Residential,5348684452.0
2023-06-01,Business,4399341496.0
2023-06-01,Industrial,7205984797.0
2023-06-01,Government & Non-Profit,19899332.0
2023-06-01,Agriculture,35636567.0
2023-06-01,Other,423978939.29999995
2023-06-01,Free of Charge,347042397.0
2023-07-01,Residential,5247948851.0
2023-07-01,Business,4421824505.0
2023-07-01,Industrial,7386974472.0
2023-07-01,Government & Non-Profit,20078244.0
2023-07-01,Agriculture,42700523.0
2023-07-01,Other,425015941.3
2023-07-01,Free of Charge,357795646.0
2023-08-01,Residential,3657167025.0
2023-08-01,Business,2476793977.0
2023-08-01,Industrial,6375490330.0
2023-08-01,Government & Non-Profit,7430660.0
2023-08-01,Agriculture,43009722.0
2023-08-01,Other,93519573.41000001
2023-08-01,Free of Charge,314120859.0
2023-09-01,Residential,4821579518.0
2023-09-01,Business,4232861418.0000005
2023-09-01,Industrial,7247765290.0
2023-09-01,Government & Non-Profit,20137050.0
2023-09-01,Agriculture,24717535.0
2023-09-01,Other,419316975.09999996
2023-09-01,Free of Charge,358307371.0
2023-10-01,Residential,4789460641.0
2023-10-01,Business,4204269007.0
2023-10-01,Industrial,7308947469.0
2023-10-01,Government & Non-Profit,19894257.0
2023-10-01,Agriculture,16680382.000000002
2023-10-01,Other,410142615.0
2023-10-01,Free of Charge,431022885.0
2023-11-01,Residential,4534802088.0
2023-11-01,Business,4034057384.0
2023-11-01,Industrial,7228846708.0
2023-11-01,Government & Non-Profit,18874242.0
2023-11-01,Agriculture,15231366.0
2023-11-01,Other,406630817.5
2023-11-01,Free of Charge,422632414.0
2023-12-01,Residential,4402920004.0
2023-12-01,Business,4006138108.0
2023-12-01,Industrial,6872656622.0
2023-12-01,Government & Non-Profit,11054108.0
2023-12-01,Agriculture,40746632.0
2023-12-01,Other,398518182.7
2023-12-01,Free of Charge,416710601.0
2024-01-01,Residential,4344758639.0
2024-01-01,Business,4049686149.0
2024-01-01,Industrial,7088398743.0
2024-01-01,Government & Non-Profit,18207549.0
2024-01-01,Agriculture,65068308.0
2024-01-01,Other,406733727.8
2024-01-01,Free of Charge,390436296.0
2024-02-01,Residential,4437181230.0
2024-02-01,Business,4113476069.9999995
2024-02-01,Industrial,7019057719.0
2024-02-01,Government & Non-Profit,19290926.0
2024-02-01,Agriculture,66737007.00000001
2024-02-01,Other,414767657.0
2024-02-01,Free of Charge,369041370.0
2024-03-01,Residential,5444282958.0
2024-03-01,Business,4620968352.0
2024-03-01,Industrial,7903605686.0
2024-03-01,Government & Non-Profit,21704960.0
2024-03-01,Agriculture,65402879.99999999
2024-03-01,Other,447287572.4
2024-03-01,Free of Charge,389394008.0
2024-04-01,Residential,6234350800.0
2024-04-01,Business,4739318846.0
2024-04-01,Industrial,7087003925.0
2024-04-01,Government & Non-Profit,22280996.0
2024-04-01,Agriculture,52532709.0
2024-04-01,Other,467939090.0
2024-04-01,Free of Charge,364220061.0
2024-05-01,Residential,6557785678.0
2024-05-01,Business,4876678284.0
2024-05-01,Industrial,7882912274.0
2024-05-01,Government & Non-Profit,22234070.0
2024-05-01,Agriculture,35732378.0
2024-05-01,Other,483103910.2
2024-05-01,Free of Charge,384345228.0
2024-06-01,Residential,5572437640.0
2024-06-01,Business,4587550850.0
2024-06-01,Industrial,7398035629.0
2024-06-01,Government & Non-Profit,21430037.0
2024-06-01,Agriculture,30077189.0
2024-06-01,Other,462392032.3
2024-06-01,Free of Charge,374968247.0
2024-07-01,Residential,5166409119.0
2024-07-01,Business,4504645663.0
2024-07-01,Industrial,7511575775.0
2024-07-01,Government & Non-Profit,20979874.0
2024-07-01,Agriculture,30143993.0
2024-07-01,Other,454563081.0
2024-07-01,Free of Charge,379895374.0
2024-08-01,Residential,5251325242.0
2024-08-01,Business,4660897965.0
2024-08-01,Industrial,7485122969.0
2024-08-01,Government & Non-Profit,22154774.0
2024-08-01,Agriculture,24581211.0
2024-08-01,Other,475163657.6
2024-08-01,Free of Charge,389114341.0
2024-09-01,Residential,5007056645.0
2024-09-01,Business,4395297077.0
2024-09-01,Industrial,7288114329.0
2024-09-01,Government & Non-Profit,21084176.0
2024-09-01,Agriculture,21458267.0
2024-09-01,Other,466848432.8
2024-09-01,Free of Charge,381577502.0
2024-10-01,Residential,5039914600.0
2024-10-01,Business,4413780834.0
2024-10-01,Industrial,7523390270.0
2024-10-01,Government & Non-Profit,20929207.0
2024-10-01,Agriculture,19114713.0
2024-10-01,Other,479843494.09999996
2024-10-01,Free of Charge,398674326.0
2024-11-01,Residential,4788540317.0
2024-11-01,Business,4265255206.0
2024-11-01,Industrial,7260756660.0
2024-11-01,Government & Non-Profit,20002558.0
2024-11-01,Agriculture,17960907.0
2024-11-01,Other,477332500.8
2024-11-01,Free of Charge,391324911.0
2024-12-01,Residential,4320055870.0
2024-12-01,Business,3946045877.0
2024-12-01,Industrial,6751451677.0
2024-12-01,Government & Non-Profit,18379438.0
2024-12-01,Agriculture,48685615.0
2024-12-01,Other,449510524.40000004
2024-12-01,Free of Charge,408309461.0
2025-01-01,Residential,3755712538.0
2025-01-01,Business,3763620258.0
2025-01-01,Industrial,6732492331.0
2025-01-01,Government & Non-Profit,17241702.0
2025-01-01,Agriculture,70241697.0
2025-01-01,Other,338795283.0
2025-01-01,Free of Charge,408639916.0
2025-02-01,Residential,3955435845.0
2025-02-01,Business,3874373810.0
2025-02-01,Industrial,6692431575.0
2025-02-01,Government & Non-Profit,17977567.0
2025-02-01,Agriculture,68019745.0
2025-02-01,Other,347832188.5
2025-02-01,Free of Charge,369937434.0
2025-03-01,Residential,5137280842.0
2025-03-01,Business,4575637147.0
2025-03-01,Industrial,7694969524.0
2025-03-01,Government & Non-Profit,21437930.0
2025-03-01,Agriculture,64426356.0
2025-03-01,Other,409640029.09999996
2025-03-01,Free of Charge,400543833.0
2025-04-01,Residential,5534357371.0
2025-04-01,Business,4499384140.0
2025-04-01,Industrial,6949468744.0
2025-04-01,Government & Non-Profit,21219531.0
2025-04-01,Agriculture,42586380.0
2025-04-01,Other,399026332.79999995
2025-04-01,Free of Charge,383540481.0
2025-05-01,Residential,5778517725.0
2025-05-01,Business,4716393448.0
2025-05-01,Industrial,7670869384.0
2025-05-01,Government & Non-Profit,21773784.0
2025-05-01,Agriculture,20761115.0
2025-05-01,Other,420707107.0
2025-05-01,Free of Charge,389890650.0
2025-06-01,Residential,5372612911.0
2025-06-01,Business,4572231807.0
2025-06-01,Industrial,7230762166.0
2025-06-01,Government & Non-Profit,20930918.0
2025-06-01,Agriculture,22633859.0
2025-06-01,Other,407510939.3
2025-06-01,Free of Charge,382486759.0
2025-07-01,Residential,5316363085.0
2025-07-01,Business,4643714075.0
2025-07-01,Industrial,7436659846.0
2025-07-01,Government & Non-Profit,21363118.0
2025-07-01,Agriculture,26985261.0
2025-07-01,Other,426161265.7
2025-07-01,Free of Charge,394139066.0
2025-08-01,Residential,5481306738.0
2025-08-01,Business,4705432068.52983
2025-08-01,Industrial,7460714194.25083
2025-08-01,Government & Non-Profit,22159290.0
2025-08-01,Agriculture,33078277.999999996
2025-08-01,Other,432567880.30113196
2025-08-01,Free of Charge,408762265.0
2025-09-01,Residential,4956938021.0
2025-09-01,Business,4568926157.44908
2025-09-01,Industrial,7307725438.581281
2025-09-01,Government & Non-Profit,21039527.0
2025-09-01,Agriculture,16176112.0
2025-09-01,Other,323537445.046094
2025-09-01,Free of Charge,397696358.0
2025-10-01,Residential,5104949016.0
2025-10-01,Business,4545055952.20226
2025-10-01,Industrial,7478925237.3745
2025-10-01,Government & Non-Profit,21163732.0
2025-10-01,Agriculture,15847538.0
2025-10-01,Other,350718911.703476
2025-10-01,Free of Charge,422423843.0
2025-11-01,Residential,4463265538.0
2025-11-01,Business,4169658630.0366197
2025-11-01,Industrial,7130994031.25262
2025-11-01,Government & Non-Profit,19118188.0
2025-11-01,Agriculture,9760418.0
2025-11-01,Other,306573468.17951703
2025-11-01,Free of Charge,408815369.0
2025-12-01,Residential,3983016347.0
2025-12-01,Business,4173286677.1901298
2025-12-01,Industrial,6939914913.09879
2025-12-01,Government & Non-Profit,18674629.0
2025-12-01,Agriculture,29095227.0
2025-12-01,Other,302277534.095753
2025-12-01,Free of Charge,419445620.0
