date,country,variable,value
01-09-2033,THA,tasmax,32.09
01-10-2033,THA,tasmax,31.34
01-11-2033,THA,tasmax,29.85
01-12-2033,THA,tasmax,28.82
01-01-2034,THA,tasmax,30.93
01-02-2034,THA,tasmax,33.84
01-03-2034,THA,tasmax,34.81
01-04-2034,THA,tasmax,34.9
01-05-2034,THA,tasmax,33.22
01-06-2034,THA,tasmax,31.78
01-07-2034,THA,tasmax,31.27
01-08-2034,THA,tasmax,31.43
01-09-2034,THA,tasmax,31.93
01-10-2034,THA,tasmax,31.5
01-11-2034,THA,tasmax,31.14
01-12-2034,THA,tasmax,30.8
01-01-2035,THA,tasmax,30.82
01-02-2035,THA,tasmax,34.02
01-03-2035,THA,tasmax,35.53
01-04-2035,THA,tasmax,36.85
01-05-2035,THA,tasmax,34.87
01-06-2035,THA,tasmax,32.63
01-07-2035,THA,tasmax,31.76
01-08-2035,THA,tasmax,32.43
01-09-2035,THA,tasmax,31.38
01-10-2035,THA,tasmax,31.59
01-11-2035,THA,tasmax,31.65
01-12-2035,THA,tasmax,30.7
01-01-2036,THA,tasmax,29.98
01-02-2036,THA,tasmax,33.78
01-03-2036,THA,tasmax,36.84
01-04-2036,THA,tasmax,35.58
01-05-2036,THA,tasmax,33.29
01-06-2036,THA,tasmax,33.22
01-07-2036,THA,tasmax,30.97
01-08-2036,THA,tasmax,32.05
01-09-2036,THA,tasmax,31.6
01-10-2036,THA,tasmax,31.79
01-11-2036,THA,tasmax,32.04
01-12-2036,THA,tasmax,30.11
01-01-2037,THA,tasmax,31.45
01-02-2037,THA,tasmax,34.8
01-03-2037,THA,tasmax,36.58
01-04-2037,THA,tasmax,36.71
01-05-2037,THA,tasmax,34.85
01-06-2037,THA,tasmax,33.29
01-07-2037,THA,tasmax,32.09
01-08-2037,THA,tasmax,32.2
01-09-2037,THA,tasmax,32.02
01-10-2037,THA,tasmax,31.3
01-11-2037,THA,tasmax,30.39
01-12-2037,THA,tasmax,30.08
01-01-2038,THA,tasmax,31.74
01-02-2038,THA,tasmax,33.81
01-03-2038,THA,tasmax,35.74
01-04-2038,THA,tasmax,35.25
01-05-2038,THA,tasmax,33.62
01-06-2038,THA,tasmax,32.91
01-07-2038,THA,tasmax,31.93
01-08-2038,THA,tasmax,31.7
01-09-2038,THA,tasmax,31.59
01-10-2038,THA,tasmax,31.07
01-11-2038,THA,tasmax,30.08
01-12-2038,THA,tasmax,29.41
01-01-2039,THA,tasmax,29.86
01-02-2039,THA,tasmax,34.05
01-03-2039,THA,tasmax,36.1
01-04-2039,THA,tasmax,36.33
01-05-2039,THA,tasmax,34.84
01-06-2039,THA,tasmax,33.94
01-07-2039,THA,tasmax,31.91
01-08-2039,THA,tasmax,31.59
01-09-2039,THA,tasmax,32.41
01-10-2039,THA,tasmax,32.9
01-11-2039,THA,tasmax,31.21
01-12-2039,THA,tasmax,30.07
01-01-2040,THA,tasmax,32.32
01-02-2040,THA,tasmax,31.11
01-03-2040,THA,tasmax,35.35
01-04-2040,THA,tasmax,36.42
01-05-2040,THA,tasmax,36.35
01-06-2040,THA,tasmax,33.98
01-07-2040,THA,tasmax,32.63
01-08-2040,THA,tasmax,32.67
01-09-2040,THA,tasmax,31.88
01-10-2040,THA,tasmax,31.45
01-11-2040,THA,tasmax,31.79
01-12-2040,THA,tasmax,30.17
01-01-2041,THA,tasmax,30.61
01-02-2041,THA,tasmax,33.37
01-03-2041,THA,tasmax,35.6
01-04-2041,THA,tasmax,36.98
01-05-2041,THA,tasmax,35.61
01-06-2041,THA,tasmax,33.22
01-07-2041,THA,tasmax,31.93
01-08-2041,THA,tasmax,31.8
01-09-2041,THA,tasmax,31.99
01-10-2041,THA,tasmax,31.78
01-11-2041,THA,tasmax,31.63
01-12-2041,THA,tasmax,31.11
01-01-2042,THA,tasmax,31.68
01-02-2042,THA,tasmax,33.31
01-03-2042,THA,tasmax,35.83
01-04-2042,THA,tasmax,36.57
01-05-2042,THA,tasmax,33.01
01-06-2042,THA,tasmax,32.09
01-07-2042,THA,tasmax,32.0
01-08-2042,THA,tasmax,31.66
01-09-2042,THA,tasmax,31.21
01-10-2042,THA,tasmax,32.35
01-11-2042,THA,tasmax,31.89
01-12-2042,THA,tasmax,29.73
01-01-2043,THA,tasmax,32.87
01-02-2043,THA,tasmax,33.93
01-03-2043,THA,tasmax,36.99
01-04-2043,THA,tasmax,37.37
01-05-2043,THA,tasmax,35.69
01-06-2043,THA,tasmax,33.19
01-07-2043,THA,tasmax,32.6
01-08-2043,THA,tasmax,32.28
01-09-2043,THA,tasmax,31.51
01-10-2043,THA,tasmax,31.88
01-11-2043,THA,tasmax,31.71
01-12-2043,THA,tasmax,30.85
01-01-2044,THA,tasmax,30.63
01-02-2044,THA,tasmax,33.83
01-03-2044,THA,tasmax,36.68
01-04-2044,THA,tasmax,37.39
01-05-2044,THA,tasmax,35.48
01-06-2044,THA,tasmax,32.47
01-07-2044,THA,tasmax,31.86
01-08-2044,THA,tasmax,32.22
01-09-2044,THA,tasmax,32.2
01-10-2044,THA,tasmax,31.4
01-11-2044,THA,tasmax,31.59
01-12-2044,THA,tasmax,30.99
01-01-2045,THA,tasmax,32.63
01-02-2045,THA,tasmax,31.33
01-03-2045,THA,tasmax,35.72
01-04-2045,THA,tasmax,36.89
01-05-2045,THA,tasmax,35.73
01-06-2045,THA,tasmax,32.34
01-07-2045,THA,tasmax,31.79
01-08-2045,THA,tasmax,32.0
01-09-2045,THA,tasmax,31.4
01-10-2045,THA,tasmax,31.76
01-11-2045,THA,tasmax,32.27
01-12-2045,THA,tasmax,32.16
01-01-2046,THA,tasmax,31.98
01-02-2046,THA,tasmax,33.23
01-03-2046,THA,tasmax,35.84
01-04-2046,THA,tasmax,35.71
01-05-2046,THA,tasmax,34.6
01-06-2046,THA,tasmax,33.33
01-07-2046,THA,tasmax,32.75
01-08-2046,THA,tasmax,32.02
01-09-2046,THA,tasmax,32.12
01-10-2046,THA,tasmax,30.67
01-11-2046,THA,tasmax,32.17
01-12-2046,THA,tasmax,31.5
01-01-2047,THA,tasmax,32.51
01-02-2047,THA,tasmax,34.31
01-03-2047,THA,tasmax,35.48
01-04-2047,THA,tasmax,36.94
01-05-2047,THA,tasmax,36.63
01-06-2047,THA,tasmax,34.53
01-07-2047,THA,tasmax,32.6
01-08-2047,THA,tasmax,32.05
01-09-2047,THA,tasmax,31.51
01-10-2047,THA,tasmax,31.43
01-11-2047,THA,tasmax,31.86
01-12-2047,THA,tasmax,30.74
01-01-2048,THA,tasmax,31.23
01-02-2048,THA,tasmax,34.13
01-03-2048,THA,tasmax,37.06
01-04-2048,THA,tasmax,37.52
01-05-2048,THA,tasmax,34.13
01-06-2048,THA,tasmax,33.86
01-07-2048,THA,tasmax,33.32
01-08-2048,THA,tasmax,31.72
01-09-2048,THA,tasmax,32.34
01-10-2048,THA,tasmax,31.91
01-11-2048,THA,tasmax,32.04
01-12-2048,THA,tasmax,30.62
01-01-2049,THA,tasmax,32.32
01-02-2049,THA,tasmax,33.16
01-03-2049,THA,tasmax,36.53
01-04-2049,THA,tasmax,34.44
01-05-2049,THA,tasmax,35.87
01-06-2049,THA,tasmax,33.21
01-07-2049,THA,tasmax,32.25
01-08-2049,THA,tasmax,32.52
01-09-2049,THA,tasmax,32.01
01-10-2049,THA,tasmax,31.44
01-11-2049,THA,tasmax,31.54
01-12-2049,THA,tasmax,30.14
01-01-2050,THA,tasmax,30.84
01-02-2050,THA,tasmax,32.36
01-03-2050,THA,tasmax,35.99
01-04-2050,THA,tasmax,34.14
01-05-2050,THA,tasmax,32.79
01-06-2050,THA,tasmax,32.96
01-07-2050,THA,tasmax,32.35
01-08-2050,THA,tasmax,32.22
01-09-2050,THA,tasmax,32.18
01-10-2050,THA,tasmax,32.22
01-11-2050,THA,tasmax,32.59
01-12-2050,THA,tasmax,31.23
01-01-2051,THA,tasmax,29.02
01-02-2051,THA,tasmax,33.4
01-03-2051,THA,tasmax,36.21
01-04-2051,THA,tasmax,36.94
01-05-2051,THA,tasmax,35.79
01-06-2051,THA,tasmax,34.6
01-07-2051,THA,tasmax,32.65
01-08-2051,THA,tasmax,32.15
01-09-2051,THA,tasmax,32.66
01-10-2051,THA,tasmax,32.4
01-11-2051,THA,tasmax,33.01
01-12-2051,THA,tasmax,31.72
01-01-2052,THA,tasmax,31.12
01-02-2052,THA,tasmax,33.09
01-03-2052,THA,tasmax,34.7
01-04-2052,THA,tasmax,36.72
01-05-2052,THA,tasmax,36.93
01-06-2052,THA,tasmax,33.47
01-07-2052,THA,tasmax,32.51
01-08-2052,THA,tasmax,32.22
01-09-2052,THA,tasmax,31.65
01-10-2052,THA,tasmax,32.24
01-11-2052,THA,tasmax,32.39
01-12-2052,THA,tasmax,29.79
01-01-2053,THA,tasmax,32.59
01-02-2053,THA,tasmax,34.62
01-03-2053,THA,tasmax,36.21
01-04-2053,THA,tasmax,35.92
01-05-2053,THA,tasmax,35.23
01-06-2053,THA,tasmax,33.49
01-07-2053,THA,tasmax,33.48
01-08-2053,THA,tasmax,32.71
01-09-2053,THA,tasmax,32.47
01-10-2053,THA,tasmax,31.69
01-11-2053,THA,tasmax,31.68
01-12-2053,THA,tasmax,30.04
01-01-2054,THA,tasmax,30.23
01-02-2054,THA,tasmax,34.22
01-03-2054,THA,tasmax,36.1
01-04-2054,THA,tasmax,36.86
01-05-2054,THA,tasmax,36.94
01-06-2054,THA,tasmax,34.2
01-07-2054,THA,tasmax,33.3
01-08-2054,THA,tasmax,32.5
01-09-2054,THA,tasmax,32.14
01-10-2054,THA,tasmax,31.89
01-11-2054,THA,tasmax,32.18
01-12-2054,THA,tasmax,30.5
01-01-2055,THA,tasmax,32.43
01-02-2055,THA,tasmax,33.99
01-03-2055,THA,tasmax,35.71
01-04-2055,THA,tasmax,35.9
01-05-2055,THA,tasmax,34.16
01-06-2055,THA,tasmax,32.14
01-07-2055,THA,tasmax,31.9
01-08-2055,THA,tasmax,31.97
01-09-2055,THA,tasmax,31.2
01-10-2055,THA,tasmax,32.42
01-11-2055,THA,tasmax,32.7
01-12-2055,THA,tasmax,31.49
01-01-2056,THA,tasmax,33.01
01-02-2056,THA,tasmax,34.91
01-03-2056,THA,tasmax,36.9
01-04-2056,THA,tasmax,37.53
01-05-2056,THA,tasmax,36.72
01-06-2056,THA,tasmax,34.37
01-07-2056,THA,tasmax,33.6
01-08-2056,THA,tasmax,32.64
01-09-2056,THA,tasmax,32.29
01-10-2056,THA,tasmax,32.05
01-11-2056,THA,tasmax,30.58
01-12-2056,THA,tasmax,30.46
01-01-2057,THA,tasmax,31.24
01-02-2057,THA,tasmax,33.04
01-03-2057,THA,tasmax,36.06
01-04-2057,THA,tasmax,36.41
01-05-2057,THA,tasmax,33.42
01-06-2057,THA,tasmax,32.82
01-07-2057,THA,tasmax,31.81
01-08-2057,THA,tasmax,31.73
01-09-2057,THA,tasmax,32.82
01-10-2057,THA,tasmax,32.93
01-11-2057,THA,tasmax,32.06
01-12-2057,THA,tasmax,31.53
01-01-2058,THA,tasmax,33.83
01-02-2058,THA,tasmax,34.02
01-03-2058,THA,tasmax,35.22
01-04-2058,THA,tasmax,37.21
01-05-2058,THA,tasmax,35.49
01-06-2058,THA,tasmax,34.2
01-07-2058,THA,tasmax,33.27
01-08-2058,THA,tasmax,32.64
01-09-2058,THA,tasmax,32.27
01-10-2058,THA,tasmax,31.76
01-11-2058,THA,tasmax,29.2
01-12-2058,THA,tasmax,29.65
01-01-2059,THA,tasmax,31.32
01-02-2059,THA,tasmax,33.69
01-03-2059,THA,tasmax,36.11
01-04-2059,THA,tasmax,36.9
01-05-2059,THA,tasmax,33.62
01-06-2059,THA,tasmax,32.06
01-07-2059,THA,tasmax,32.63
01-08-2059,THA,tasmax,31.96
01-09-2059,THA,tasmax,31.85
01-10-2059,THA,tasmax,32.22
01-11-2059,THA,tasmax,32.61
01-12-2059,THA,tasmax,30.67
01-01-2060,THA,tasmax,31.98
01-02-2060,THA,tasmax,33.46
01-03-2060,THA,tasmax,35.99
01-04-2060,THA,tasmax,36.89
01-05-2060,THA,tasmax,36.54
01-06-2060,THA,tasmax,34.11
01-07-2060,THA,tasmax,32.56
01-08-2060,THA,tasmax,32.07
01-09-2060,THA,tasmax,32.32
01-10-2060,THA,tasmax,32.53
01-11-2060,THA,tasmax,30.07
01-12-2060,THA,tasmax,29.51
01-01-2061,THA,tasmax,31.59
01-02-2061,THA,tasmax,34.62
01-03-2061,THA,tasmax,35.35
01-04-2061,THA,tasmax,37.48
01-05-2061,THA,tasmax,35.8
01-06-2061,THA,tasmax,34.22
01-07-2061,THA,tasmax,32.79
01-08-2061,THA,tasmax,32.24
01-09-2061,THA,tasmax,32.3
01-10-2061,THA,tasmax,32.58
01-11-2061,THA,tasmax,31.89
01-12-2061,THA,tasmax,31.26
01-01-2062,THA,tasmax,31.48
01-02-2062,THA,tasmax,33.46
01-03-2062,THA,tasmax,36.3
01-04-2062,THA,tasmax,36.01
01-05-2062,THA,tasmax,33.83
01-06-2062,THA,tasmax,33.8
01-07-2062,THA,tasmax,32.42
01-08-2062,THA,tasmax,32.86
01-09-2062,THA,tasmax,32.33
01-10-2062,THA,tasmax,31.79
01-11-2062,THA,tasmax,32.08
01-12-2062,THA,tasmax,30.85
01-01-2063,THA,tasmax,32.05
01-02-2063,THA,tasmax,32.81
01-03-2063,THA,tasmax,36.95
01-04-2063,THA,tasmax,37.99
01-05-2063,THA,tasmax,36.52
01-06-2063,THA,tasmax,33.19
01-07-2063,THA,tasmax,32.62
01-08-2063,THA,tasmax,32.99
01-09-2063,THA,tasmax,32.08
01-10-2063,THA,tasmax,33.32
01-11-2063,THA,tasmax,31.74
01-12-2063,THA,tasmax,31.15
01-01-2064,THA,tasmax,31.2
01-02-2064,THA,tasmax,34.35
01-03-2064,THA,tasmax,35.29
01-04-2064,THA,tasmax,37.02
01-05-2064,THA,tasmax,34.69
01-06-2064,THA,tasmax,34.03
01-07-2064,THA,tasmax,33.1
01-08-2064,THA,tasmax,33.47
01-09-2064,THA,tasmax,32.46
01-10-2064,THA,tasmax,32.07
01-11-2064,THA,tasmax,33.33
01-12-2064,THA,tasmax,31.39
01-01-2065,THA,tasmax,31.2
01-02-2065,THA,tasmax,33.18
01-03-2065,THA,tasmax,37.24
01-04-2065,THA,tasmax,36.95
01-05-2065,THA,tasmax,35.06
01-06-2065,THA,tasmax,34.29
01-07-2065,THA,tasmax,33.03
01-08-2065,THA,tasmax,32.74
01-09-2065,THA,tasmax,32.69
01-10-2065,THA,tasmax,31.79
01-11-2065,THA,tasmax,32.01
01-12-2065,THA,tasmax,30.61
01-01-2066,THA,tasmax,31.74
01-02-2066,THA,tasmax,33.07
01-03-2066,THA,tasmax,35.72
01-04-2066,THA,tasmax,37.98
01-05-2066,THA,tasmax,35.83
01-06-2066,THA,tasmax,32.63
01-07-2066,THA,tasmax,31.88
01-08-2066,THA,tasmax,32.11
01-09-2066,THA,tasmax,32.39
01-10-2066,THA,tasmax,32.62
01-11-2066,THA,tasmax,31.97
01-12-2066,THA,tasmax,31.11
01-01-2067,THA,tasmax,32.56
01-02-2067,THA,tasmax,32.18
01-03-2067,THA,tasmax,35.53
01-04-2067,THA,tasmax,36.68
01-05-2067,THA,tasmax,35.54
01-06-2067,THA,tasmax,33.34
01-07-2067,THA,tasmax,32.72
01-08-2067,THA,tasmax,32.75
01-09-2067,THA,tasmax,32.34
01-10-2067,THA,tasmax,31.55
01-11-2067,THA,tasmax,32.19
01-12-2067,THA,tasmax,31.73
01-01-2068,THA,tasmax,30.85
01-02-2068,THA,tasmax,33.06
01-03-2068,THA,tasmax,37.06
01-04-2068,THA,tasmax,36.64
01-05-2068,THA,tasmax,34.5
01-06-2068,THA,tasmax,33.17
01-07-2068,THA,tasmax,32.54
01-08-2068,THA,tasmax,31.97
01-09-2068,THA,tasmax,32.12
01-10-2068,THA,tasmax,32.36
01-11-2068,THA,tasmax,33.46
01-12-2068,THA,tasmax,30.93
01-01-2069,THA,tasmax,33.13
01-02-2069,THA,tasmax,32.96
01-03-2069,THA,tasmax,36.4
01-04-2069,THA,tasmax,37.44
01-05-2069,THA,tasmax,34.44
01-06-2069,THA,tasmax,32.94
01-07-2069,THA,tasmax,32.74
01-08-2069,THA,tasmax,32.46
01-09-2069,THA,tasmax,32.02
01-10-2069,THA,tasmax,30.32
01-11-2069,THA,tasmax,31.52
01-12-2069,THA,tasmax,29.62
01-01-2070,THA,tasmax,31.95
01-02-2070,THA,tasmax,32.38
01-03-2070,THA,tasmax,36.68
01-04-2070,THA,tasmax,36.97
01-05-2070,THA,tasmax,34.62
01-06-2070,THA,tasmax,32.6
01-07-2070,THA,tasmax,31.8
01-08-2070,THA,tasmax,31.65
01-09-2070,THA,tasmax,31.91
01-10-2070,THA,tasmax,32.95
01-11-2070,THA,tasmax,33.13
01-12-2070,THA,tasmax,31.74
01-01-2071,THA,tasmax,32.1
01-02-2071,THA,tasmax,35.13
01-03-2071,THA,tasmax,36.89
01-04-2071,THA,tasmax,37.23
01-05-2071,THA,tasmax,37.1
01-06-2071,THA,tasmax,34.08
01-07-2071,THA,tasmax,33.41
01-08-2071,THA,tasmax,33.32
01-09-2071,THA,tasmax,32.32
01-10-2071,THA,tasmax,32.21
01-11-2071,THA,tasmax,30.7
01-12-2071,THA,tasmax,31.07
01-01-2072,THA,tasmax,30.85
01-02-2072,THA,tasmax,32.46
01-03-2072,THA,tasmax,36.03
01-04-2072,THA,tasmax,34.81
01-05-2072,THA,tasmax,32.99
01-06-2072,THA,tasmax,33.67
01-07-2072,THA,tasmax,32.95
01-08-2072,THA,tasmax,32.87
01-09-2072,THA,tasmax,31.91
01-10-2072,THA,tasmax,31.49
01-11-2072,THA,tasmax,31.15
01-12-2072,THA,tasmax,29.52
01-01-2073,THA,tasmax,30.81
01-02-2073,THA,tasmax,34.44
01-03-2073,THA,tasmax,36.37
01-04-2073,THA,tasmax,36.82
01-05-2073,THA,tasmax,34.79
01-06-2073,THA,tasmax,33.27
01-07-2073,THA,tasmax,33.11
01-08-2073,THA,tasmax,31.84
01-09-2073,THA,tasmax,31.88
01-10-2073,THA,tasmax,31.79
01-11-2073,THA,tasmax,31.03
01-12-2073,THA,tasmax,30.56
01-01-2074,THA,tasmax,33.13
01-02-2074,THA,tasmax,34.63
01-03-2074,THA,tasmax,36.24
01-04-2074,THA,tasmax,38.06
01-05-2074,THA,tasmax,35.7
01-06-2074,THA,tasmax,33.37
01-07-2074,THA,tasmax,32.79
01-08-2074,THA,tasmax,32.76
01-09-2074,THA,tasmax,33.04
01-10-2074,THA,tasmax,30.71
01-11-2074,THA,tasmax,32.16
01-12-2074,THA,tasmax,31.84
01-01-2075,THA,tasmax,31.5
01-02-2075,THA,tasmax,32.77
01-03-2075,THA,tasmax,34.34
01-04-2075,THA,tasmax,35.94
01-05-2075,THA,tasmax,33.1
01-06-2075,THA,tasmax,34.15
01-07-2075,THA,tasmax,33.39
01-08-2075,THA,tasmax,32.43
01-09-2075,THA,tasmax,32.49
01-10-2075,THA,tasmax,31.45
01-11-2075,THA,tasmax,31.09
01-12-2075,THA,tasmax,31.21
01-01-2076,THA,tasmax,33.6
01-02-2076,THA,tasmax,33.71
01-03-2076,THA,tasmax,36.97
01-04-2076,THA,tasmax,36.75
01-05-2076,THA,tasmax,33.06
01-06-2076,THA,tasmax,33.28
01-07-2076,THA,tasmax,32.96
01-08-2076,THA,tasmax,32.47
01-09-2076,THA,tasmax,32.72
01-10-2076,THA,tasmax,31.93
01-11-2076,THA,tasmax,31.54
01-12-2076,THA,tasmax,30.06
01-01-2077,THA,tasmax,31.45
01-02-2077,THA,tasmax,34.58
01-03-2077,THA,tasmax,36.1
01-04-2077,THA,tasmax,35.77
01-05-2077,THA,tasmax,33.19
01-06-2077,THA,tasmax,34.16
01-07-2077,THA,tasmax,32.84
01-08-2077,THA,tasmax,31.91
01-09-2077,THA,tasmax,32.28
01-10-2077,THA,tasmax,31.83
01-11-2077,THA,tasmax,30.95
01-12-2077,THA,tasmax,30.1
01-01-2078,THA,tasmax,31.63
01-02-2078,THA,tasmax,32.93
01-03-2078,THA,tasmax,35.43
01-04-2078,THA,tasmax,35.89
01-05-2078,THA,tasmax,36.48
01-06-2078,THA,tasmax,34.29
01-07-2078,THA,tasmax,32.24
01-08-2078,THA,tasmax,32.28
01-09-2078,THA,tasmax,31.93
01-10-2078,THA,tasmax,32.95
01-11-2078,THA,tasmax,33.2
01-12-2078,THA,tasmax,32.09
01-01-2079,THA,tasmax,31.5
01-02-2079,THA,tasmax,34.02
01-03-2079,THA,tasmax,35.76
01-04-2079,THA,tasmax,37.5
01-05-2079,THA,tasmax,35.55
01-06-2079,THA,tasmax,34.49
01-07-2079,THA,tasmax,33.48
01-08-2079,THA,tasmax,33.24
01-09-2079,THA,tasmax,32.24
01-10-2079,THA,tasmax,31.19
01-11-2079,THA,tasmax,31.9
01-12-2079,THA,tasmax,31.96
01-01-2080,THA,tasmax,31.75
01-02-2080,THA,tasmax,34.09
01-03-2080,THA,tasmax,35.33
01-04-2080,THA,tasmax,34.24
01-05-2080,THA,tasmax,34.02
01-06-2080,THA,tasmax,33.92
01-07-2080,THA,tasmax,31.86
01-08-2080,THA,tasmax,32.22
01-09-2080,THA,tasmax,32.83
01-10-2080,THA,tasmax,31.57
01-11-2080,THA,tasmax,30.04
01-12-2080,THA,tasmax,29.69
01-01-2081,THA,tasmax,30.89
01-02-2081,THA,tasmax,33.67
01-03-2081,THA,tasmax,35.69
01-04-2081,THA,tasmax,35.44
01-05-2081,THA,tasmax,34.58
01-06-2081,THA,tasmax,32.99
01-07-2081,THA,tasmax,32.48
01-08-2081,THA,tasmax,32.29
01-09-2081,THA,tasmax,32.38
01-10-2081,THA,tasmax,32.42
01-11-2081,THA,tasmax,32.74
01-12-2081,THA,tasmax,32.49
01-01-2082,THA,tasmax,33.42
01-02-2082,THA,tasmax,35.21
01-03-2082,THA,tasmax,36.71
01-04-2082,THA,tasmax,36.93
01-05-2082,THA,tasmax,36.44
01-06-2082,THA,tasmax,35.46
01-07-2082,THA,tasmax,33.41
01-08-2082,THA,tasmax,33.36
01-09-2082,THA,tasmax,32.65
01-10-2082,THA,tasmax,32.49
01-11-2082,THA,tasmax,30.97
01-12-2082,THA,tasmax,30.14
01-01-2083,THA,tasmax,30.87
01-02-2083,THA,tasmax,33.76
01-03-2083,THA,tasmax,34.84
01-04-2083,THA,tasmax,35.91
01-05-2083,THA,tasmax,34.58
01-06-2083,THA,tasmax,34.56
01-07-2083,THA,tasmax,33.26
01-08-2083,THA,tasmax,32.68
01-09-2083,THA,tasmax,32.12
01-10-2083,THA,tasmax,32.11
01-11-2083,THA,tasmax,30.64
01-12-2083,THA,tasmax,29.95
01-01-2084,THA,tasmax,31.28
01-02-2084,THA,tasmax,34.01
01-03-2084,THA,tasmax,36.47
01-04-2084,THA,tasmax,37.18
01-05-2084,THA,tasmax,35.4
01-06-2084,THA,tasmax,33.95
01-07-2084,THA,tasmax,32.67
01-08-2084,THA,tasmax,32.95
01-09-2084,THA,tasmax,32.33
01-10-2084,THA,tasmax,31.54
01-11-2084,THA,tasmax,30.14
01-12-2084,THA,tasmax,30.94
01-01-2085,THA,tasmax,31.34
01-02-2085,THA,tasmax,34.24
01-03-2085,THA,tasmax,36.3
01-04-2085,THA,tasmax,36.77
01-05-2085,THA,tasmax,35.02
01-06-2085,THA,tasmax,32.91
01-07-2085,THA,tasmax,32.79
01-08-2085,THA,tasmax,32.46
01-09-2085,THA,tasmax,32.24
01-10-2085,THA,tasmax,33.11
01-11-2085,THA,tasmax,32.44
01-12-2085,THA,tasmax,29.4
01-01-2086,THA,tasmax,30.58
01-02-2086,THA,tasmax,34.61
01-03-2086,THA,tasmax,36.51
01-04-2086,THA,tasmax,36.91
01-05-2086,THA,tasmax,36.7
01-06-2086,THA,tasmax,35.1
01-07-2086,THA,tasmax,32.38
01-08-2086,THA,tasmax,32.03
01-09-2086,THA,tasmax,31.53
01-10-2086,THA,tasmax,32.26
01-11-2086,THA,tasmax,31.92
01-12-2086,THA,tasmax,31.17
01-01-2087,THA,tasmax,32.56
01-02-2087,THA,tasmax,34.68
01-03-2087,THA,tasmax,37.1
01-04-2087,THA,tasmax,37.72
01-05-2087,THA,tasmax,37.31
01-06-2087,THA,tasmax,35.39
01-07-2087,THA,tasmax,33.42
01-08-2087,THA,tasmax,32.28
01-09-2087,THA,tasmax,32.54
01-10-2087,THA,tasmax,31.52
01-11-2087,THA,tasmax,29.99
01-12-2087,THA,tasmax,30.23
01-01-2088,THA,tasmax,31.79
01-02-2088,THA,tasmax,33.84
01-03-2088,THA,tasmax,35.39
01-04-2088,THA,tasmax,37.18
01-05-2088,THA,tasmax,36.21
01-06-2088,THA,tasmax,34.55
01-07-2088,THA,tasmax,33.16
01-08-2088,THA,tasmax,32.06
01-09-2088,THA,tasmax,32.15
01-10-2088,THA,tasmax,32.12
01-11-2088,THA,tasmax,32.47
01-12-2088,THA,tasmax,31.93
01-01-2089,THA,tasmax,33.5
01-02-2089,THA,tasmax,34.42
01-03-2089,THA,tasmax,36.06
01-04-2089,THA,tasmax,37.52
01-05-2089,THA,tasmax,34.09
01-06-2089,THA,tasmax,33.54
01-07-2089,THA,tasmax,33.42
01-08-2089,THA,tasmax,32.65
01-09-2089,THA,tasmax,32.6
01-10-2089,THA,tasmax,31.53
01-11-2089,THA,tasmax,30.83
01-12-2089,THA,tasmax,29.71
01-01-2090,THA,tasmax,33.65
01-02-2090,THA,tasmax,32.87
01-03-2090,THA,tasmax,36.33
01-04-2090,THA,tasmax,38.85
01-05-2090,THA,tasmax,36.56
01-06-2090,THA,tasmax,35.97
01-07-2090,THA,tasmax,33.16
01-08-2090,THA,tasmax,32.63
01-09-2090,THA,tasmax,32.54
01-10-2090,THA,tasmax,31.39
01-11-2090,THA,tasmax,30.05
01-12-2090,THA,tasmax,31.11
01-01-2091,THA,tasmax,30.65
01-02-2091,THA,tasmax,34.43
01-03-2091,THA,tasmax,35.94
01-04-2091,THA,tasmax,36.15
01-05-2091,THA,tasmax,34.68
01-06-2091,THA,tasmax,34.24
01-07-2091,THA,tasmax,32.46
01-08-2091,THA,tasmax,32.48
01-09-2091,THA,tasmax,31.75
01-10-2091,THA,tasmax,32.05
01-11-2091,THA,tasmax,31.33
01-12-2091,THA,tasmax,30.09
01-01-2092,THA,tasmax,32.81
01-02-2092,THA,tasmax,34.74
01-03-2092,THA,tasmax,37.22
01-04-2092,THA,tasmax,38.16
01-05-2092,THA,tasmax,35.95
01-06-2092,THA,tasmax,35.11
01-07-2092,THA,tasmax,33.79
01-08-2092,THA,tasmax,32.95
01-09-2092,THA,tasmax,32.31
01-10-2092,THA,tasmax,31.57
01-11-2092,THA,tasmax,32.28
01-12-2092,THA,tasmax,30.07
01-01-2093,THA,tasmax,30.95
01-02-2093,THA,tasmax,34.05
01-03-2093,THA,tasmax,37.18
01-04-2093,THA,tasmax,37.56
01-05-2093,THA,tasmax,35.02
01-06-2093,THA,tasmax,34.74
01-07-2093,THA,tasmax,32.25
01-08-2093,THA,tasmax,32.92
01-09-2093,THA,tasmax,32.74
01-10-2093,THA,tasmax,31.89
01-11-2093,THA,tasmax,31.65
01-12-2093,THA,tasmax,31.12
01-01-2094,THA,tasmax,33.11
01-02-2094,THA,tasmax,35.39
01-03-2094,THA,tasmax,34.68
01-04-2094,THA,tasmax,37.33
01-05-2094,THA,tasmax,36.3
01-06-2094,THA,tasmax,33.4
01-07-2094,THA,tasmax,32.67
01-08-2094,THA,tasmax,32.71
01-09-2094,THA,tasmax,32.18
01-10-2094,THA,tasmax,31.84
01-11-2094,THA,tasmax,31.33
01-12-2094,THA,tasmax,30.19
