date,country,variable,value
01-05-1972,THA,tasmax,32.82
01-06-1972,THA,tasmax,32.3
01-07-1972,THA,tasmax,30.18
01-08-1972,THA,tasmax,29.96
01-09-1972,THA,tasmax,30.33
01-10-1972,THA,tasmax,30.55
01-11-1972,THA,tasmax,30.52
01-12-1972,THA,tasmax,28.69
01-01-1973,THA,tasmax,29.76
01-02-1973,THA,tasmax,33.22
01-03-1973,THA,tasmax,34.83
01-04-1973,THA,tasmax,34.27
01-05-1973,THA,tasmax,33.7
01-06-1973,THA,tasmax,32.62
01-07-1973,THA,tasmax,31.1
01-08-1973,THA,tasmax,30.75
01-09-1973,THA,tasmax,30.23
01-10-1973,THA,tasmax,29.62
01-11-1973,THA,tasmax,28.59
01-12-1973,THA,tasmax,27.56
01-01-1974,THA,tasmax,28.42
01-02-1974,THA,tasmax,31.97
01-03-1974,THA,tasmax,33.8
01-04-1974,THA,tasmax,32.97
01-05-1974,THA,tasmax,32.72
01-06-1974,THA,tasmax,31.08
01-07-1974,THA,tasmax,31.25
01-08-1974,THA,tasmax,30.73
01-09-1974,THA,tasmax,29.64
01-10-1974,THA,tasmax,29.66
01-11-1974,THA,tasmax,28.56
01-12-1974,THA,tasmax,29.48
01-01-1975,THA,tasmax,29.47
01-02-1975,THA,tasmax,30.52
01-03-1975,THA,tasmax,33.07
01-04-1975,THA,tasmax,33.88
01-05-1975,THA,tasmax,31.32
01-06-1975,THA,tasmax,31.48
01-07-1975,THA,tasmax,30.45
01-08-1975,THA,tasmax,29.91
01-09-1975,THA,tasmax,30.16
01-10-1975,THA,tasmax,30.71
01-11-1975,THA,tasmax,29.17
01-12-1975,THA,tasmax,28.42
01-01-1976,THA,tasmax,29.44
01-02-1976,THA,tasmax,30.96
01-03-1976,THA,tasmax,32.85
01-04-1976,THA,tasmax,32.99
01-05-1976,THA,tasmax,31.5
01-06-1976,THA,tasmax,30.28
01-07-1976,THA,tasmax,30.34
01-08-1976,THA,tasmax,30.0
01-09-1976,THA,tasmax,29.69
01-10-1976,THA,tasmax,29.97
01-11-1976,THA,tasmax,30.18
01-12-1976,THA,tasmax,28.03
01-01-1977,THA,tasmax,27.83
01-02-1977,THA,tasmax,29.98
01-03-1977,THA,tasmax,34.04
01-04-1977,THA,tasmax,35.16
01-05-1977,THA,tasmax,33.7
01-06-1977,THA,tasmax,32.02
01-07-1977,THA,tasmax,30.73
01-08-1977,THA,tasmax,29.74
01-09-1977,THA,tasmax,30.27
01-10-1977,THA,tasmax,28.52
01-11-1977,THA,tasmax,28.9
01-12-1977,THA,tasmax,26.66
01-01-1978,THA,tasmax,28.88
01-02-1978,THA,tasmax,30.3
01-03-1978,THA,tasmax,33.4
01-04-1978,THA,tasmax,32.13
01-05-1978,THA,tasmax,31.54
01-06-1978,THA,tasmax,31.32
01-07-1978,THA,tasmax,29.56
01-08-1978,THA,tasmax,30.04
01-09-1978,THA,tasmax,29.73
01-10-1978,THA,tasmax,29.58
01-11-1978,THA,tasmax,29.61
01-12-1978,THA,tasmax,27.1
01-01-1979,THA,tasmax,29.05
01-02-1979,THA,tasmax,32.92
01-03-1979,THA,tasmax,34.01
01-04-1979,THA,tasmax,34.82
01-05-1979,THA,tasmax,32.28
01-06-1979,THA,tasmax,32.15
01-07-1979,THA,tasmax,30.5
01-08-1979,THA,tasmax,30.6
01-09-1979,THA,tasmax,30.88
01-10-1979,THA,tasmax,29.55
01-11-1979,THA,tasmax,28.39
01-12-1979,THA,tasmax,26.92
01-01-1980,THA,tasmax,29.74
01-02-1980,THA,tasmax,30.87
01-03-1980,THA,tasmax,34.22
01-04-1980,THA,tasmax,33.13
01-05-1980,THA,tasmax,32.74
01-06-1980,THA,tasmax,30.93
01-07-1980,THA,tasmax,30.74
01-08-1980,THA,tasmax,30.14
01-09-1980,THA,tasmax,30.19
01-10-1980,THA,tasmax,30.6
01-11-1980,THA,tasmax,29.3
01-12-1980,THA,tasmax,28.21
01-01-1981,THA,tasmax,28.91
01-02-1981,THA,tasmax,30.71
01-03-1981,THA,tasmax,33.27
01-04-1981,THA,tasmax,35.08
01-05-1981,THA,tasmax,33.25
01-06-1981,THA,tasmax,30.66
01-07-1981,THA,tasmax,30.27
01-08-1981,THA,tasmax,30.4
01-09-1981,THA,tasmax,30.37
01-10-1981,THA,tasmax,30.42
01-11-1981,THA,tasmax,30.54
01-12-1981,THA,tasmax,27.61
01-01-1982,THA,tasmax,29.74
01-02-1982,THA,tasmax,32.13
01-03-1982,THA,tasmax,33.62
01-04-1982,THA,tasmax,35.01
01-05-1982,THA,tasmax,32.56
01-06-1982,THA,tasmax,31.05
01-07-1982,THA,tasmax,30.54
01-08-1982,THA,tasmax,29.93
01-09-1982,THA,tasmax,30.04
01-10-1982,THA,tasmax,29.11
01-11-1982,THA,tasmax,29.35
01-12-1982,THA,tasmax,26.15
01-01-1983,THA,tasmax,27.36
01-02-1983,THA,tasmax,32.72
01-03-1983,THA,tasmax,33.93
01-04-1983,THA,tasmax,35.11
01-05-1983,THA,tasmax,32.64
01-06-1983,THA,tasmax,31.43
01-07-1983,THA,tasmax,30.22
01-08-1983,THA,tasmax,30.03
01-09-1983,THA,tasmax,30.3
01-10-1983,THA,tasmax,30.27
01-11-1983,THA,tasmax,30.33
01-12-1983,THA,tasmax,29.87
01-01-1984,THA,tasmax,29.74
01-02-1984,THA,tasmax,32.51
01-03-1984,THA,tasmax,33.66
01-04-1984,THA,tasmax,34.07
01-05-1984,THA,tasmax,31.61
01-06-1984,THA,tasmax,31.76
01-07-1984,THA,tasmax,31.2
01-08-1984,THA,tasmax,30.75
01-09-1984,THA,tasmax,29.87
01-10-1984,THA,tasmax,29.72
01-11-1984,THA,tasmax,27.19
01-12-1984,THA,tasmax,28.77
01-01-1985,THA,tasmax,29.56
01-02-1985,THA,tasmax,32.1
01-03-1985,THA,tasmax,32.46
01-04-1985,THA,tasmax,34.03
01-05-1985,THA,tasmax,31.71
01-06-1985,THA,tasmax,32.83
01-07-1985,THA,tasmax,30.98
01-08-1985,THA,tasmax,30.65
01-09-1985,THA,tasmax,30.25
01-10-1985,THA,tasmax,31.6
01-11-1985,THA,tasmax,30.69
01-12-1985,THA,tasmax,29.44
01-01-1986,THA,tasmax,30.47
01-02-1986,THA,tasmax,30.74
01-03-1986,THA,tasmax,34.09
01-04-1986,THA,tasmax,35.41
01-05-1986,THA,tasmax,33.53
01-06-1986,THA,tasmax,32.21
01-07-1986,THA,tasmax,31.92
01-08-1986,THA,tasmax,30.78
01-09-1986,THA,tasmax,30.82
01-10-1986,THA,tasmax,29.81
01-11-1986,THA,tasmax,28.63
01-12-1986,THA,tasmax,28.53
01-01-1987,THA,tasmax,28.85
01-02-1987,THA,tasmax,30.42
01-03-1987,THA,tasmax,33.26
01-04-1987,THA,tasmax,33.25
01-05-1987,THA,tasmax,31.53
01-06-1987,THA,tasmax,29.99
01-07-1987,THA,tasmax,29.74
01-08-1987,THA,tasmax,29.25
01-09-1987,THA,tasmax,30.9
01-10-1987,THA,tasmax,30.0
01-11-1987,THA,tasmax,28.23
01-12-1987,THA,tasmax,27.66
01-01-1988,THA,tasmax,27.97
01-02-1988,THA,tasmax,31.2
01-03-1988,THA,tasmax,34.29
01-04-1988,THA,tasmax,34.21
01-05-1988,THA,tasmax,31.73
01-06-1988,THA,tasmax,30.78
01-07-1988,THA,tasmax,30.0
01-08-1988,THA,tasmax,29.97
01-09-1988,THA,tasmax,30.04
01-10-1988,THA,tasmax,29.88
01-11-1988,THA,tasmax,27.49
01-12-1988,THA,tasmax,29.1
01-01-1989,THA,tasmax,30.05
01-02-1989,THA,tasmax,31.97
01-03-1989,THA,tasmax,34.48
01-04-1989,THA,tasmax,34.63
01-05-1989,THA,tasmax,33.49
01-06-1989,THA,tasmax,32.06
01-07-1989,THA,tasmax,31.38
01-08-1989,THA,tasmax,30.42
01-09-1989,THA,tasmax,30.39
01-10-1989,THA,tasmax,30.78
01-11-1989,THA,tasmax,28.84
01-12-1989,THA,tasmax,29.27
01-01-1990,THA,tasmax,30.08
01-02-1990,THA,tasmax,31.47
01-03-1990,THA,tasmax,34.25
01-04-1990,THA,tasmax,35.62
01-05-1990,THA,tasmax,33.29
01-06-1990,THA,tasmax,32.21
01-07-1990,THA,tasmax,31.32
01-08-1990,THA,tasmax,30.24
01-09-1990,THA,tasmax,30.51
01-10-1990,THA,tasmax,30.96
01-11-1990,THA,tasmax,30.01
01-12-1990,THA,tasmax,29.89
01-01-1991,THA,tasmax,30.73
01-02-1991,THA,tasmax,32.24
01-03-1991,THA,tasmax,34.41
01-04-1991,THA,tasmax,35.4
01-05-1991,THA,tasmax,33.52
01-06-1991,THA,tasmax,31.33
01-07-1991,THA,tasmax,31.18
01-08-1991,THA,tasmax,30.9
01-09-1991,THA,tasmax,29.88
01-10-1991,THA,tasmax,29.12
01-11-1991,THA,tasmax,28.95
01-12-1991,THA,tasmax,29.36
01-01-1992,THA,tasmax,28.62
01-02-1992,THA,tasmax,31.53
01-03-1992,THA,tasmax,32.24
01-04-1992,THA,tasmax,31.15
01-05-1992,THA,tasmax,31.34
01-06-1992,THA,tasmax,30.25
01-07-1992,THA,tasmax,30.1
01-08-1992,THA,tasmax,29.52
01-09-1992,THA,tasmax,29.59
01-10-1992,THA,tasmax,30.06
01-11-1992,THA,tasmax,28.98
01-12-1992,THA,tasmax,28.32
01-01-1993,THA,tasmax,30.18
01-02-1993,THA,tasmax,31.56
01-03-1993,THA,tasmax,32.56
01-04-1993,THA,tasmax,34.9
01-05-1993,THA,tasmax,32.48
01-06-1993,THA,tasmax,31.73
01-07-1993,THA,tasmax,31.23
01-08-1993,THA,tasmax,30.81
01-09-1993,THA,tasmax,29.92
01-10-1993,THA,tasmax,30.62
01-11-1993,THA,tasmax,29.78
01-12-1993,THA,tasmax,29.47
01-01-1994,THA,tasmax,29.55
01-02-1994,THA,tasmax,32.01
01-03-1994,THA,tasmax,34.2
01-04-1994,THA,tasmax,35.48
01-05-1994,THA,tasmax,34.7
01-06-1994,THA,tasmax,33.07
01-07-1994,THA,tasmax,31.64
01-08-1994,THA,tasmax,30.71
01-09-1994,THA,tasmax,30.64
01-10-1994,THA,tasmax,29.29
01-11-1994,THA,tasmax,28.22
01-12-1994,THA,tasmax,27.78
01-01-1995,THA,tasmax,30.51
01-02-1995,THA,tasmax,32.67
01-03-1995,THA,tasmax,34.02
01-04-1995,THA,tasmax,35.16
01-05-1995,THA,tasmax,32.51
01-06-1995,THA,tasmax,30.67
01-07-1995,THA,tasmax,30.13
01-08-1995,THA,tasmax,30.15
01-09-1995,THA,tasmax,29.52
01-10-1995,THA,tasmax,30.21
01-11-1995,THA,tasmax,28.81
01-12-1995,THA,tasmax,28.09
01-01-1996,THA,tasmax,29.42
01-02-1996,THA,tasmax,31.49
01-03-1996,THA,tasmax,32.6
01-04-1996,THA,tasmax,33.84
01-05-1996,THA,tasmax,31.84
01-06-1996,THA,tasmax,30.92
01-07-1996,THA,tasmax,30.74
01-08-1996,THA,tasmax,30.43
01-09-1996,THA,tasmax,30.18
01-10-1996,THA,tasmax,29.85
01-11-1996,THA,tasmax,28.53
01-12-1996,THA,tasmax,29.95
01-01-1997,THA,tasmax,30.85
01-02-1997,THA,tasmax,31.07
01-03-1997,THA,tasmax,33.98
01-04-1997,THA,tasmax,34.47
01-05-1997,THA,tasmax,31.26
01-06-1997,THA,tasmax,30.11
01-07-1997,THA,tasmax,30.12
01-08-1997,THA,tasmax,30.82
01-09-1997,THA,tasmax,30.03
01-10-1997,THA,tasmax,29.11
01-11-1997,THA,tasmax,29.51
01-12-1997,THA,tasmax,28.88
01-01-1998,THA,tasmax,29.73
01-02-1998,THA,tasmax,31.67
01-03-1998,THA,tasmax,34.18
01-04-1998,THA,tasmax,35.43
01-05-1998,THA,tasmax,32.51
01-06-1998,THA,tasmax,30.89
01-07-1998,THA,tasmax,30.63
01-08-1998,THA,tasmax,31.31
01-09-1998,THA,tasmax,30.14
01-10-1998,THA,tasmax,29.31
01-11-1998,THA,tasmax,29.35
01-12-1998,THA,tasmax,27.62
01-01-1999,THA,tasmax,28.8
01-02-1999,THA,tasmax,31.1
01-03-1999,THA,tasmax,33.29
01-04-1999,THA,tasmax,32.91
01-05-1999,THA,tasmax,32.63
01-06-1999,THA,tasmax,31.31
01-07-1999,THA,tasmax,30.91
01-08-1999,THA,tasmax,30.87
01-09-1999,THA,tasmax,31.15
01-10-1999,THA,tasmax,30.59
01-11-1999,THA,tasmax,30.18
01-12-1999,THA,tasmax,27.85
01-01-2000,THA,tasmax,30.64
01-02-2000,THA,tasmax,29.34
01-03-2000,THA,tasmax,34.43
01-04-2000,THA,tasmax,33.64
01-05-2000,THA,tasmax,33.55
01-06-2000,THA,tasmax,31.79
01-07-2000,THA,tasmax,30.7
01-08-2000,THA,tasmax,30.66
01-09-2000,THA,tasmax,30.46
01-10-2000,THA,tasmax,30.25
01-11-2000,THA,tasmax,30.36
01-12-2000,THA,tasmax,26.95
01-01-2001,THA,tasmax,29.24
01-02-2001,THA,tasmax,31.76
01-03-2001,THA,tasmax,32.77
01-04-2001,THA,tasmax,32.98
01-05-2001,THA,tasmax,33.81
01-06-2001,THA,tasmax,31.08
01-07-2001,THA,tasmax,31.92
01-08-2001,THA,tasmax,30.82
01-09-2001,THA,tasmax,30.63
01-10-2001,THA,tasmax,29.56
01-11-2001,THA,tasmax,28.84
01-12-2001,THA,tasmax,29.7
01-01-2002,THA,tasmax,28.54
01-02-2002,THA,tasmax,32.67
01-03-2002,THA,tasmax,33.44
01-04-2002,THA,tasmax,34.52
01-05-2002,THA,tasmax,31.52
01-06-2002,THA,tasmax,31.01
01-07-2002,THA,tasmax,30.62
01-08-2002,THA,tasmax,30.41
01-09-2002,THA,tasmax,30.27
01-10-2002,THA,tasmax,30.13
01-11-2002,THA,tasmax,29.49
01-12-2002,THA,tasmax,28.96
01-01-2003,THA,tasmax,30.61
01-02-2003,THA,tasmax,32.22
01-03-2003,THA,tasmax,33.69
01-04-2003,THA,tasmax,35.81
01-05-2003,THA,tasmax,32.37
01-06-2003,THA,tasmax,31.53
01-07-2003,THA,tasmax,31.44
01-08-2003,THA,tasmax,31.28
01-09-2003,THA,tasmax,30.55
01-10-2003,THA,tasmax,30.5
01-11-2003,THA,tasmax,29.38
01-12-2003,THA,tasmax,29.92
01-01-2004,THA,tasmax,29.89
01-02-2004,THA,tasmax,32.67
01-03-2004,THA,tasmax,34.1
01-04-2004,THA,tasmax,33.57
01-05-2004,THA,tasmax,32.37
01-06-2004,THA,tasmax,31.58
01-07-2004,THA,tasmax,30.64
01-08-2004,THA,tasmax,31.1
01-09-2004,THA,tasmax,30.95
01-10-2004,THA,tasmax,30.86
01-11-2004,THA,tasmax,29.47
01-12-2004,THA,tasmax,28.96
01-01-2005,THA,tasmax,29.06
01-02-2005,THA,tasmax,31.22
01-03-2005,THA,tasmax,33.85
01-04-2005,THA,tasmax,34.67
01-05-2005,THA,tasmax,32.3
01-06-2005,THA,tasmax,31.79
01-07-2005,THA,tasmax,31.0
01-08-2005,THA,tasmax,30.48
01-09-2005,THA,tasmax,30.69
01-10-2005,THA,tasmax,30.99
01-11-2005,THA,tasmax,31.54
01-12-2005,THA,tasmax,29.78
01-01-2006,THA,tasmax,29.23
01-02-2006,THA,tasmax,31.69
01-03-2006,THA,tasmax,34.61
01-04-2006,THA,tasmax,36.28
01-05-2006,THA,tasmax,33.35
01-06-2006,THA,tasmax,32.23
01-07-2006,THA,tasmax,31.21
01-08-2006,THA,tasmax,31.42
01-09-2006,THA,tasmax,30.36
01-10-2006,THA,tasmax,29.81
01-11-2006,THA,tasmax,28.57
01-12-2006,THA,tasmax,28.16
01-01-2007,THA,tasmax,28.29
01-02-2007,THA,tasmax,30.26
01-03-2007,THA,tasmax,32.02
01-04-2007,THA,tasmax,33.11
01-05-2007,THA,tasmax,32.62
01-06-2007,THA,tasmax,30.89
01-07-2007,THA,tasmax,30.36
01-08-2007,THA,tasmax,30.28
01-09-2007,THA,tasmax,30.35
01-10-2007,THA,tasmax,31.53
01-11-2007,THA,tasmax,29.43
01-12-2007,THA,tasmax,27.25
01-01-2008,THA,tasmax,28.38
01-02-2008,THA,tasmax,30.54
01-03-2008,THA,tasmax,33.54
01-04-2008,THA,tasmax,33.82
01-05-2008,THA,tasmax,33.64
01-06-2008,THA,tasmax,31.27
01-07-2008,THA,tasmax,30.64
01-08-2008,THA,tasmax,30.05
01-09-2008,THA,tasmax,30.0
01-10-2008,THA,tasmax,30.55
01-11-2008,THA,tasmax,29.42
01-12-2008,THA,tasmax,27.5
01-01-2009,THA,tasmax,29.38
01-02-2009,THA,tasmax,32.31
01-03-2009,THA,tasmax,33.24
01-04-2009,THA,tasmax,34.4
01-05-2009,THA,tasmax,33.98
01-06-2009,THA,tasmax,31.51
01-07-2009,THA,tasmax,30.73
01-08-2009,THA,tasmax,30.61
01-09-2009,THA,tasmax,30.45
01-10-2009,THA,tasmax,30.4
01-11-2009,THA,tasmax,29.32
01-12-2009,THA,tasmax,29.9
01-01-2010,THA,tasmax,31.28
01-02-2010,THA,tasmax,33.04
01-03-2010,THA,tasmax,33.36
01-04-2010,THA,tasmax,34.85
01-05-2010,THA,tasmax,34.25
01-06-2010,THA,tasmax,32.27
01-07-2010,THA,tasmax,31.77
01-08-2010,THA,tasmax,31.48
01-09-2010,THA,tasmax,30.94
01-10-2010,THA,tasmax,30.45
01-11-2010,THA,tasmax,28.17
01-12-2010,THA,tasmax,27.6
01-01-2011,THA,tasmax,29.62
01-02-2011,THA,tasmax,31.43
01-03-2011,THA,tasmax,34.04
01-04-2011,THA,tasmax,33.23
01-05-2011,THA,tasmax,33.93
01-06-2011,THA,tasmax,32.15
01-07-2011,THA,tasmax,30.95
01-08-2011,THA,tasmax,31.05
01-09-2011,THA,tasmax,30.42
01-10-2011,THA,tasmax,30.84
01-11-2011,THA,tasmax,30.83
01-12-2011,THA,tasmax,29.52
01-01-2012,THA,tasmax,30.53
01-02-2012,THA,tasmax,33.04
01-03-2012,THA,tasmax,35.37
01-04-2012,THA,tasmax,34.85
01-05-2012,THA,tasmax,34.72
01-06-2012,THA,tasmax,32.91
01-07-2012,THA,tasmax,32.18
01-08-2012,THA,tasmax,31.85
01-09-2012,THA,tasmax,30.44
01-10-2012,THA,tasmax,29.99
01-11-2012,THA,tasmax,29.59
01-12-2012,THA,tasmax,28.19
01-01-2013,THA,tasmax,28.72
01-02-2013,THA,tasmax,31.51
01-03-2013,THA,tasmax,33.15
01-04-2013,THA,tasmax,33.41
01-05-2013,THA,tasmax,33.14
01-06-2013,THA,tasmax,30.26
01-07-2013,THA,tasmax,30.48
01-08-2013,THA,tasmax,31.18
01-09-2013,THA,tasmax,30.68
01-10-2013,THA,tasmax,29.54
01-11-2013,THA,tasmax,29.4
01-12-2013,THA,tasmax,29.65
01-01-2014,THA,tasmax,29.9
01-02-2014,THA,tasmax,31.83
01-03-2014,THA,tasmax,33.5
01-04-2014,THA,tasmax,34.6
01-05-2014,THA,tasmax,34.27
01-06-2014,THA,tasmax,32.12
01-07-2014,THA,tasmax,31.37
01-08-2014,THA,tasmax,30.65
01-09-2014,THA,tasmax,30.81
01-10-2014,THA,tasmax,31.06
01-11-2014,THA,tasmax,29.52
01-12-2014,THA,tasmax,27.77
01-01-2015,THA,tasmax,28.97
01-02-2015,THA,tasmax,31.95
01-03-2015,THA,tasmax,33.81
01-04-2015,THA,tasmax,36.57
01-05-2015,THA,tasmax,32.73
01-06-2015,THA,tasmax,32.93
01-07-2015,THA,tasmax,31.43
01-08-2015,THA,tasmax,31.15
01-09-2015,THA,tasmax,30.83
01-10-2015,THA,tasmax,31.22
01-11-2015,THA,tasmax,30.92
01-12-2015,THA,tasmax,28.94
01-01-2016,THA,tasmax,30.6
01-02-2016,THA,tasmax,33.03
01-03-2016,THA,tasmax,35.59
01-04-2016,THA,tasmax,36.75
01-05-2016,THA,tasmax,34.12
01-06-2016,THA,tasmax,33.13
01-07-2016,THA,tasmax,32.08
01-08-2016,THA,tasmax,31.55
01-09-2016,THA,tasmax,30.58
01-10-2016,THA,tasmax,29.81
01-11-2016,THA,tasmax,30.2
01-12-2016,THA,tasmax,28.35
01-01-2017,THA,tasmax,31.31
01-02-2017,THA,tasmax,32.24
01-03-2017,THA,tasmax,33.46
01-04-2017,THA,tasmax,35.34
01-05-2017,THA,tasmax,33.34
01-06-2017,THA,tasmax,31.84
01-07-2017,THA,tasmax,31.54
01-08-2017,THA,tasmax,30.86
01-09-2017,THA,tasmax,30.22
01-10-2017,THA,tasmax,30.77
01-11-2017,THA,tasmax,30.66
01-12-2017,THA,tasmax,29.59
01-01-2018,THA,tasmax,31.12
01-02-2018,THA,tasmax,32.3
01-03-2018,THA,tasmax,34.81
01-04-2018,THA,tasmax,34.49
01-05-2018,THA,tasmax,32.05
01-06-2018,THA,tasmax,31.52
01-07-2018,THA,tasmax,31.13
01-08-2018,THA,tasmax,30.86
01-09-2018,THA,tasmax,30.36
01-10-2018,THA,tasmax,30.88
01-11-2018,THA,tasmax,29.46
01-12-2018,THA,tasmax,30.77
01-01-2019,THA,tasmax,31.24
01-02-2019,THA,tasmax,31.14
01-03-2019,THA,tasmax,33.65
01-04-2019,THA,tasmax,35.45
01-05-2019,THA,tasmax,36.12
01-06-2019,THA,tasmax,34.04
01-07-2019,THA,tasmax,31.69
01-08-2019,THA,tasmax,31.71
01-09-2019,THA,tasmax,30.79
01-10-2019,THA,tasmax,31.42
01-11-2019,THA,tasmax,30.8
01-12-2019,THA,tasmax,30.37
01-01-2020,THA,tasmax,31.08
01-02-2020,THA,tasmax,33.6
01-03-2020,THA,tasmax,33.72
01-04-2020,THA,tasmax,33.11
01-05-2020,THA,tasmax,33.02
01-06-2020,THA,tasmax,31.63
01-07-2020,THA,tasmax,31.92
01-08-2020,THA,tasmax,31.58
01-09-2020,THA,tasmax,31.52
01-10-2020,THA,tasmax,30.09
01-11-2020,THA,tasmax,30.3
01-12-2020,THA,tasmax,28.58
01-01-2021,THA,tasmax,30.87
01-02-2021,THA,tasmax,32.34
01-03-2021,THA,tasmax,34.17
01-04-2021,THA,tasmax,34.86
01-05-2021,THA,tasmax,33.2
01-06-2021,THA,tasmax,31.38
01-07-2021,THA,tasmax,31.05
01-08-2021,THA,tasmax,31.14
01-09-2021,THA,tasmax,30.88
01-10-2021,THA,tasmax,31.17
01-11-2021,THA,tasmax,31.31
01-12-2021,THA,tasmax,29.49
01-01-2022,THA,tasmax,31.88
01-02-2022,THA,tasmax,32.61
01-03-2022,THA,tasmax,34.5
01-04-2022,THA,tasmax,35.85
01-05-2022,THA,tasmax,34.5
01-06-2022,THA,tasmax,33.73
01-07-2022,THA,tasmax,31.57
01-08-2022,THA,tasmax,31.51
01-09-2022,THA,tasmax,30.93
01-10-2022,THA,tasmax,31.12
01-11-2022,THA,tasmax,31.42
01-12-2022,THA,tasmax,29.74
01-01-2023,THA,tasmax,31.0
01-02-2023,THA,tasmax,32.51
01-03-2023,THA,tasmax,34.44
01-04-2023,THA,tasmax,34.34
01-05-2023,THA,tasmax,33.86
01-06-2023,THA,tasmax,32.62
01-07-2023,THA,tasmax,31.75
01-08-2023,THA,tasmax,31.05
01-09-2023,THA,tasmax,31.49
01-10-2023,THA,tasmax,31.21
01-11-2023,THA,tasmax,31.14
01-12-2023,THA,tasmax,30.56
01-01-2024,THA,tasmax,30.48
01-02-2024,THA,tasmax,32.36
01-03-2024,THA,tasmax,34.84
01-04-2024,THA,tasmax,34.89
01-05-2024,THA,tasmax,34.83
01-06-2024,THA,tasmax,33.8
01-07-2024,THA,tasmax,32.62
01-08-2024,THA,tasmax,31.55
01-09-2024,THA,tasmax,31.79
01-10-2024,THA,tasmax,31.84
01-11-2024,THA,tasmax,31.55
01-12-2024,THA,tasmax,29.62
01-01-2025,THA,tasmax,32.08
01-02-2025,THA,tasmax,34.19
01-03-2025,THA,tasmax,35.55
01-04-2025,THA,tasmax,37.28
01-05-2025,THA,tasmax,36.13
01-06-2025,THA,tasmax,33.12
01-07-2025,THA,tasmax,31.94
01-08-2025,THA,tasmax,32.43
01-09-2025,THA,tasmax,31.48
01-10-2025,THA,tasmax,30.53
01-11-2025,THA,tasmax,30.37
01-12-2025,THA,tasmax,27.48
01-01-2026,THA,tasmax,28.93
01-02-2026,THA,tasmax,31.75
01-03-2026,THA,tasmax,32.82
01-04-2026,THA,tasmax,33.84
01-05-2026,THA,tasmax,34.2
01-06-2026,THA,tasmax,31.55
01-07-2026,THA,tasmax,31.25
01-08-2026,THA,tasmax,30.92
01-09-2026,THA,tasmax,31.1
01-10-2026,THA,tasmax,31.05
01-11-2026,THA,tasmax,30.44
01-12-2026,THA,tasmax,28.33
01-01-2027,THA,tasmax,31.27
01-02-2027,THA,tasmax,32.68
01-03-2027,THA,tasmax,35.04
01-04-2027,THA,tasmax,35.19
01-05-2027,THA,tasmax,34.06
01-06-2027,THA,tasmax,32.73
01-07-2027,THA,tasmax,32.67
01-08-2027,THA,tasmax,31.47
01-09-2027,THA,tasmax,31.44
01-10-2027,THA,tasmax,31.03
01-11-2027,THA,tasmax,30.26
01-12-2027,THA,tasmax,29.66
01-01-2028,THA,tasmax,29.86
01-02-2028,THA,tasmax,32.29
01-03-2028,THA,tasmax,33.02
01-04-2028,THA,tasmax,35.56
01-05-2028,THA,tasmax,34.85
01-06-2028,THA,tasmax,33.13
01-07-2028,THA,tasmax,32.13
01-08-2028,THA,tasmax,32.11
01-09-2028,THA,tasmax,31.41
01-10-2028,THA,tasmax,32.57
01-11-2028,THA,tasmax,29.44
01-12-2028,THA,tasmax,30.07
01-01-2029,THA,tasmax,31.28
01-02-2029,THA,tasmax,32.1
01-03-2029,THA,tasmax,35.79
01-04-2029,THA,tasmax,35.6
01-05-2029,THA,tasmax,36.55
01-06-2029,THA,tasmax,33.54
01-07-2029,THA,tasmax,31.92
01-08-2029,THA,tasmax,31.93
01-09-2029,THA,tasmax,31.48
01-10-2029,THA,tasmax,31.75
01-11-2029,THA,tasmax,30.55
01-12-2029,THA,tasmax,30.08
01-01-2030,THA,tasmax,29.66
01-02-2030,THA,tasmax,33.87
01-03-2030,THA,tasmax,34.69
01-04-2030,THA,tasmax,36.06
01-05-2030,THA,tasmax,33.77
01-06-2030,THA,tasmax,33.96
01-07-2030,THA,tasmax,32.32
01-08-2030,THA,tasmax,32.43
01-09-2030,THA,tasmax,31.93
01-10-2030,THA,tasmax,31.5
01-11-2030,THA,tasmax,30.47
01-12-2030,THA,tasmax,29.99
01-01-2031,THA,tasmax,32.06
01-02-2031,THA,tasmax,34.16
01-03-2031,THA,tasmax,34.29
01-04-2031,THA,tasmax,35.98
01-05-2031,THA,tasmax,34.63
01-06-2031,THA,tasmax,33.37
01-07-2031,THA,tasmax,32.92
01-08-2031,THA,tasmax,32.07
01-09-2031,THA,tasmax,31.03
01-10-2031,THA,tasmax,31.45
01-11-2031,THA,tasmax,31.0
01-12-2031,THA,tasmax,29.61
01-01-2032,THA,tasmax,29.93
01-02-2032,THA,tasmax,34.55
01-03-2032,THA,tasmax,34.07
01-04-2032,THA,tasmax,34.24
01-05-2032,THA,tasmax,32.96
01-06-2032,THA,tasmax,32.01
01-07-2032,THA,tasmax,31.67
01-08-2032,THA,tasmax,31.42
01-09-2032,THA,tasmax,31.72
01-10-2032,THA,tasmax,31.28
01-11-2032,THA,tasmax,30.43
01-12-2032,THA,tasmax,31.33
01-01-2033,THA,tasmax,31.93
01-02-2033,THA,tasmax,33.68
01-03-2033,THA,tasmax,35.15
01-04-2033,THA,tasmax,35.8
01-05-2033,THA,tasmax,35.49
01-06-2033,THA,tasmax,34.29
01-07-2033,THA,tasmax,32.58
01-08-2033,THA,tasmax,32.33
